ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,nb,na,cc_flags,ph_qual,qual_frame,mjd,allwise_cntr,w1mpro_allwise,w1sigmpro_allwise,w2mpro_allwise,w2sigmpro_allwise,w3mpro_allwise,w3sigmpro_allwise,w4mpro_allwise,w4sigmpro_allwise,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,dist,angle,
301.5643391,44.4568263,0.0354,0.0293,-0.0070,10.413,0.015,70.4,4.926e+00,10.454,0.018,59.8,2.536e+00,1,0,0000,AA,5,58054.20931771,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.263989,209.698295,
301.5643345,44.4568279,0.0346,0.0293,-0.0058,10.415,0.015,72.9,1.323e+00,10.438,0.018,59.0,8.504e-01,1,0,0000,AA,10,56974.89165729,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.265167,212.534537,
301.5643056,44.4568466,0.0368,0.0321,-0.0018,10.434,0.015,70.4,1.207e+00,10.452,0.022,49.1,5.961e-01,1,0,0000,AA,10,58056.50050980,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.267296,234.230395,
301.5643105,44.4568421,0.0379,0.0368,-0.0075,10.409,0.022,49.8,6.995e+00,10.487,0.020,53.5,6.483e+00,1,0,0000,AA,5,58055.97689605,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.267331,229.831576,
301.5643576,44.4568188,0.0351,0.0310,-0.0097,10.398,0.016,66.1,1.091e+00,10.441,0.019,56.9,1.533e+00,1,0,0000,AA,10,57522.36878042,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.269496,197.994280,
301.5643119,44.4568397,0.0390,0.0354,0.0080,10.400,0.020,53.4,1.871e+00,10.445,0.022,50.5,1.188e+00,1,0,0000,AA,10,57886.68476987,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.270301,227.939902,
301.5642956,44.4568541,0.0360,0.0313,-0.0102,10.358,0.019,57.0,1.422e+00,10.428,0.019,58.5,1.490e+00,1,0,0000,AA,10,57333.96238921,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.274858,241.951606,
301.5643285,44.4568263,0.0326,0.0331,0.0049,10.401,0.015,70.6,3.123e+00,10.447,0.019,56.9,1.502e+00,1,0,gg00,AA,10,57886.02999781,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.278495,214.571771,
301.5642938,44.4568467,0.0344,0.0325,0.0061,10.477,0.018,60.9,1.381e+01,10.512,0.020,54.7,7.274e+00,1,0,0000,AA,5,57692.56041882,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.292233,237.764755,
301.5643099,44.4568306,0.0358,0.0299,-0.0080,10.427,0.016,68.6,1.644e+00,10.442,0.018,61.1,6.991e-01,1,0,0000,AA,10,58053.75102782,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.296804,223.905896,
301.5643132,44.4568278,0.0389,0.0343,-0.0110,10.422,0.017,62.3,1.379e+00,10.487,0.021,51.9,1.082e+00,1,0,0000,AA,10,57158.16090970,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.298470,221.390423,
301.5643104,44.4568287,0.0329,0.0381,0.0136,10.433,0.019,56.1,7.490e+00,10.443,0.018,61.3,2.822e+00,1,0,0000,AA,5,58055.97676869,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.300898,222.826337,
301.5643151,44.4568254,0.0401,0.0298,-0.0083,10.415,0.016,68.3,1.363e+00,10.476,0.020,55.3,9.142e-01,1,0,0000,AA,10,58252.60638965,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.301869,219.610664,
301.5643392,44.4568120,0.0375,0.0298,-0.0066,10.462,0.016,68.5,2.763e+00,10.445,0.018,59.7,9.934e-01,1,0,0000,AA,5,57693.54295845,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.309655,204.932362,
301.5643274,44.4568144,0.0301,0.0311,0.0075,10.456,0.017,62.2,1.293e+00,10.441,0.017,62.3,7.820e-01,1,0,0000,AA,10,57333.96251653,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.316146,210.584743,
301.5643189,44.4568107,0.0346,0.0298,0.0015,10.457,0.015,71.4,3.341e+00,10.455,0.019,58.0,2.264e+00,1,0,0000,AA,5,58053.62012433,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.338932,212.618050,
301.5643187,44.4568107,0.0369,0.0413,0.0180,10.291,0.022,50.3,3.678e+00,10.442,0.020,55.3,1.636e+00,1,0,0000,AA,10,57521.58259506,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.339210,212.691164,
301.5643301,44.4568009,0.0387,0.0388,-0.0023,10.397,0.020,53.7,6.509e+00,10.485,0.021,52.5,3.972e+00,1,0,0000,AA,10,58254.04594948,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.355780,205.634395,
301.5642750,44.4568329,0.0354,0.0321,-0.0072,10.447,0.016,68.1,1.739e+01,10.609,0.026,42.4,4.978e+00,1,0,g000,AA,0,57692.75690209,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.359964,235.176604,
301.5643016,44.4568026,0.0358,0.0332,0.0050,10.423,0.019,57.5,1.141e+01,10.464,0.021,51.4,4.937e+00,1,0,0000,AA,5,57334.02809571,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.388064,215.827242,
301.5643168,44.4567945,0.0442,0.0384,0.0134,10.408,0.024,44.5,5.766e+00,10.416,0.019,56.6,4.041e+00,1,0,0000,AA,0,58056.76244392,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.391891,208.683332,
301.5643996,44.4567689,0.0325,0.0318,-0.0116,10.502,0.016,68.4,5.462e+00,10.483,0.021,52.4,1.313e+00,1,0,g000,AA,10,57158.29219497,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.436655,176.761449,
301.5643216,44.4567760,0.0339,0.0361,-0.0097,10.337,0.019,57.2,1.754e+01,10.494,0.019,57.9,6.654e+00,1,0,0000,AA,0,57885.89896708,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.446453,203.183876,
301.5642736,44.4567803,0.0341,0.0328,-0.0095,10.395,0.017,65.3,4.111e+00,10.474,0.020,55.6,3.639e+00,1,0,0000,AA,0,57157.83275995,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.495401,217.139337,
301.5646271,44.4570023,0.0372,0.0371,-0.0037,10.212,0.018,59.7,1.067e+02,10.550,0.021,52.6,1.330e+01,1,0,0000,AA,10,57692.03629370,3017143901351046039,10.425,0.023,10.436,0.020,10.591,0.123,9.423,null,385483733,10.763,0.0209,10.551,0.0188,10.499,0.0201,0.731184,56.432922,
