HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458327.74551,2018-07-28.2429148,bt,1.54,15.415,12.184,0.013,48.593,0.587,g
2458327.74673,2018-07-28.2441313,bt,1.54,15.447,12.176,0.013,48.973,0.565,g
2458327.74796,2018-07-28.2453649,bt,1.58,15.448,12.158,0.012,49.759,0.549,g
2458328.96166,2018-07-29.4590474,bd,1.56,15.451,11.909,0.009,66.136,0.569,V
2458328.96294,2018-07-29.4603319,bd,1.66,15.369,11.902,0.010,66.603,0.622,V
2458328.96421,2018-07-29.4615940,bd,1.63,15.376,11.895,0.010,66.934,0.597,V
2458329.66305,2018-07-30.1604312,bt,2.13,15.569,12.148,0.011,50.238,0.534,g
2458329.66427,2018-07-30.1616464,bt,2.13,15.585,12.135,0.011,50.800,0.531,g
2458329.66548,2018-07-30.1628612,bt,2.14,15.588,12.151,0.012,50.083,0.539,g
2458331.65426,2018-08-01.1516109,bt,1.53,14.898,12.108,0.018,52.092,0.848,g
2458331.65547,2018-08-01.1528298,bt,1.46,15.022,12.141,0.016,50.539,0.775,g
2458331.65669,2018-08-01.1540380,bt,1.51,15.184,12.078,0.013,53.558,0.665,g
2458332.88203,2018-08-02.3793694,bt,1.51,15.346,12.138,0.013,50.635,0.615,g
2458332.88324,2018-08-02.3805873,bt,1.44,14.821,12.135,0.020,50.805,0.936,g
2458332.88446,2018-08-02.3818047,bt,1.51,14.714,12.195,0.023,48.061,1.048,g
2458333.91682,2018-08-03.4141526,bd,1.49,15.290,11.951,0.012,63.577,0.713,V
2458333.91810,2018-08-03.4154273,bd,1.40,15.175,11.872,0.011,68.419,0.743,V
2458333.91937,2018-08-03.4167054,bd,1.45,15.260,11.904,0.011,66.409,0.679,V
2458335.93384,2018-08-05.4311508,bd,1.52,15.508,11.893,0.009,67.107,0.528,V
2458335.93511,2018-08-05.4324282,bd,1.45,15.501,11.892,0.009,67.156,0.531,V
2458335.93639,2018-08-05.4337042,bd,1.51,15.501,11.901,0.009,66.626,0.532,V
2458337.81414,2018-08-07.3114379,bt,1.54,15.765,12.135,0.010,50.846,0.434,g
2458337.81536,2018-08-07.3126563,bt,1.55,15.786,12.130,0.009,51.070,0.441,g
2458337.81657,2018-08-07.3138716,bt,1.50,15.769,12.128,0.010,51.174,0.439,g
2458339.83111,2018-08-09.3284118,bd,2.02,13.458,11.819,0.049,71.859,3.230,V
2458339.83240,2018-08-09.3296892,bd,1.84,13.583,11.861,0.046,69.083,2.879,V
2458339.83368,2018-08-09.3309665,bd,1.67,13.447,11.996,0.058,61.047,3.243,V
2458342.91864,2018-08-12.4159134,bd,1.48,15.485,11.890,0.009,67.265,0.534,V
2458342.91991,2018-08-12.4171885,bd,1.52,15.495,11.897,0.009,66.855,0.535,V
2458342.92119,2018-08-12.4184652,bd,1.51,15.478,11.900,0.009,66.673,0.545,V
2458345.95320,2018-08-15.4504731,bd,1.45,15.076,11.882,0.012,67.789,0.769,V
2458345.95447,2018-08-15.4517487,bd,1.42,15.062,11.914,0.013,65.799,0.771,V
2458345.95575,2018-08-15.4530256,bd,1.44,15.097,11.897,0.012,66.839,0.749,V
2458348.77920,2018-08-18.2764748,bd,1.62,15.429,11.900,0.009,66.684,0.575,V
2458348.78048,2018-08-18.2777547,bd,1.54,15.449,11.900,0.009,66.621,0.558,V
2458348.78181,2018-08-18.2790906,bd,1.46,15.429,11.908,0.009,66.189,0.570,V
2458351.79853,2018-08-21.2958125,bd,1.65,15.422,11.906,0.010,66.310,0.579,V
2458351.79981,2018-08-21.2970927,bd,1.67,15.458,11.910,0.009,66.062,0.556,V
2458351.80109,2018-08-21.2983680,bd,1.67,15.442,11.915,0.009,65.759,0.568,V
2458355.88893,2018-08-25.3862416,bt,1.50,15.392,12.116,0.013,51.697,0.586,g
2458355.89016,2018-08-25.3874695,bt,1.52,15.312,12.172,0.014,49.112,0.625,g
2458355.89137,2018-08-25.3886847,bt,1.53,15.390,12.185,0.013,48.553,0.595,g
2458356.85397,2018-08-26.3512895,bt,1.42,15.319,12.167,0.014,49.343,0.613,g
2458356.85517,2018-08-26.3524988,bt,1.51,15.311,12.092,0.013,52.882,0.634,g
2458356.85639,2018-08-26.3537163,bt,1.53,15.259,12.044,0.013,55.270,0.650,g
2458359.92291,2018-08-29.4202591,bd,1.42,14.616,11.881,0.020,67.845,1.197,V
2458359.92422,2018-08-29.4215662,bd,1.51,14.853,11.895,0.015,66.978,0.962,V
2458359.92550,2018-08-29.4228482,bd,1.48,14.722,11.882,0.017,67.782,1.050,V
2458361.93321,2018-08-31.4305724,bd,1.43,15.427,11.896,0.009,66.877,0.570,V
2458361.93448,2018-08-31.4318509,bd,1.44,15.418,11.889,0.009,67.319,0.579,V
2458361.93577,2018-08-31.4331378,bd,1.46,15.405,11.892,0.010,67.106,0.581,V
2458362.95068,2018-09-01.4480641,bd,1.41,15.454,11.902,0.009,66.554,0.577,V
2458362.95195,2018-09-01.4493398,bd,1.52,15.451,11.907,0.009,66.250,0.580,V
2458362.95325,2018-09-01.4506280,bd,1.47,15.419,11.889,0.009,67.340,0.584,V
2458365.94445,2018-09-04.4418751,bd,2.30,15.406,11.890,0.010,67.278,0.608,V
2458365.94576,2018-09-04.4431812,bd,2.28,15.425,11.913,0.010,65.888,0.592,V
2458365.94710,2018-09-04.4445182,bd,2.22,15.438,11.900,0.009,66.701,0.587,V
2458367.75342,2018-09-06.2508760,bd,1.56,15.477,11.886,0.009,67.520,0.546,V
2458367.75470,2018-09-06.2521523,bd,1.59,15.467,11.901,0.009,66.565,0.551,V
2458367.75598,2018-09-06.2534289,bd,1.56,15.484,11.895,0.009,66.975,0.535,V
2458370.87173,2018-09-09.3692396,bd,1.42,15.475,11.901,0.009,66.603,0.544,V
2458370.87302,2018-09-09.3705248,bd,1.43,15.473,11.894,0.009,66.998,0.551,V
2458370.87429,2018-09-09.3717953,bd,1.49,15.474,11.903,0.009,66.468,0.553,V
2458372.89378,2018-09-11.3913282,bd,1.51,15.462,11.886,0.009,67.516,0.560,V
2458372.89507,2018-09-11.3926137,bd,1.48,15.466,11.887,0.009,67.516,0.562,V
2458372.89634,2018-09-11.3938910,bd,1.51,15.469,11.898,0.009,66.748,0.556,V
2458376.87907,2018-09-15.3767096,bd,1.48,15.438,11.910,0.009,66.087,0.568,V
2458376.88034,2018-09-15.3779849,bd,1.48,15.438,11.896,0.009,66.924,0.568,V
2458376.88163,2018-09-15.3792614,bd,1.48,15.422,11.900,0.009,66.660,0.597,V
2458379.85031,2018-09-18.3480196,bd,1.46,15.466,11.893,0.009,67.095,0.551,V
2458379.85159,2018-09-18.3492987,bd,1.45,15.442,11.902,0.009,66.502,0.555,V
2458379.85286,2018-09-18.3505755,bd,1.40,15.456,11.893,0.009,67.081,0.556,V
2458389.74283,2018-09-28.2408246,bt,1.97,15.583,12.128,0.010,51.142,0.488,g
2458389.74407,2018-09-28.2420540,bt,1.61,15.592,12.090,0.011,52.987,0.505,g
2458389.74529,2018-09-28.2432728,bt,1.61,15.623,12.128,0.011,51.161,0.487,g
2458390.67882,2018-09-29.1768391,bt,1.47,15.727,12.147,0.010,50.251,0.447,g
2458390.68004,2018-09-29.1780567,bt,1.49,15.754,12.140,0.010,50.588,0.449,g
2458390.68126,2018-09-29.1792753,bt,1.49,15.736,12.120,0.010,51.534,0.456,g
2458391.63309,2018-09-30.1311274,bt,1.61,15.778,12.139,0.010,50.640,0.440,g
2458391.63430,2018-09-30.1323451,bt,1.63,15.773,12.138,0.010,50.704,0.434,g
2458391.63552,2018-09-30.1335697,bt,1.56,15.768,12.128,0.010,51.163,0.446,g
2458394.68683,2018-10-03.1849803,bt,1.51,15.764,12.121,0.010,51.481,0.451,g
2458394.68806,2018-10-03.1862074,bt,1.45,15.738,12.100,0.010,52.499,0.464,g
2458394.68928,2018-10-03.1874296,bt,1.57,15.746,12.110,0.010,51.975,0.466,g
2458401.80377,2018-10-10.3021667,bd,1.55,15.418,11.896,0.009,66.918,0.584,V
2458401.80505,2018-10-10.3034493,bd,1.52,15.438,11.903,0.009,66.521,0.578,V
2458401.80633,2018-10-10.3047239,bd,1.46,15.106,11.882,0.012,67.803,0.760,V
2458408.74193,2018-10-17.2406106,bd,1.76,15.458,11.897,0.009,66.866,0.570,V
2458408.74322,2018-10-17.2418927,bd,1.66,15.454,11.912,0.009,65.924,0.570,V
2458408.74449,2018-10-17.2431664,bd,1.71,15.440,11.902,0.009,66.530,0.573,V
2458416.72048,2018-10-25.2194959,bt,1.54,15.327,12.123,0.014,51.382,0.682,g
2458416.72291,2018-10-25.2219201,bt,1.47,15.281,12.104,0.014,52.293,0.651,g
2458417.78053,2018-10-26.2795944,bd,1.51,15.373,11.892,0.010,67.178,0.600,V
2458417.78181,2018-10-26.2808640,bd,1.56,15.334,11.883,0.010,67.722,0.624,V
2458417.78307,2018-10-26.2821269,bd,1.51,15.375,11.877,0.010,68.107,0.596,V
2458419.71869,2018-10-28.2178376,bt,1.45,15.579,12.137,0.011,50.726,0.532,g
2458420.70888,2018-10-29.2080693,bd,1.56,13.512,11.833,0.049,70.955,3.145,V
2458420.71015,2018-10-29.2093410,bd,1.53,13.546,12.020,0.054,59.695,2.951,V
2458420.71144,2018-10-29.2106280,bd,1.56,13.294,11.827,0.059,71.328,3.855,V
2458423.72710,2018-11-01.2264153,bd,1.45,15.495,11.912,0.009,65.927,0.547,V
2458423.72836,2018-11-01.2276885,bd,1.50,15.464,11.880,0.009,67.930,0.557,V
2458423.72964,2018-11-01.2289614,bd,1.49,15.485,11.890,0.009,67.258,0.544,V
2458425.65936,2018-11-03.1587659,bt,1.56,15.765,12.143,0.010,50.491,0.445,g
2458425.66057,2018-11-03.1599915,bt,1.56,15.754,12.121,0.010,51.494,0.459,g
2458425.66179,2018-11-03.1612100,bt,1.54,15.754,12.141,0.010,50.544,0.457,g
2458426.65143,2018-11-04.1508890,bt,1.47,15.754,12.124,0.010,51.334,0.469,g
2458426.65265,2018-11-04.1521087,bt,1.51,15.758,12.130,0.010,51.046,0.463,g
2458426.65386,2018-11-04.1533248,bt,1.46,15.769,12.129,0.010,51.145,0.470,g
2458428.73312,2018-11-06.2326848,bd,1.54,15.489,11.904,0.009,66.410,0.542,V
2458428.73440,2018-11-06.2339531,bd,1.49,15.471,11.903,0.009,66.532,0.549,V
2458430.72855,2018-11-08.2282,bd,1.43,15.485,11.905,0.009,66.321,0.545,V
2458430.72983,2018-11-08.2294756,bd,1.51,15.481,11.897,0.009,66.861,0.552,V
2458430.73111,2018-11-08.2307502,bd,1.43,15.475,11.890,0.009,67.312,0.553,V
2458431.72452,2018-11-09.2242009,bd,1.50,15.477,11.907,0.009,66.234,0.542,V
2458431.72579,2018-11-09.2254753,bd,1.47,15.484,11.906,0.009,66.345,0.540,V
2458431.72705,2018-11-09.2267398,bd,1.47,15.482,11.896,0.009,66.859,0.551,V
2458432.72034,2018-11-10.2200842,bd,1.51,15.476,11.891,0.009,67.222,0.558,V
2458432.72162,2018-11-10.2213599,bd,1.50,15.495,11.902,0.009,66.557,0.542,V
2458432.72289,2018-11-10.222625,bd,1.50,15.468,11.903,0.009,66.477,0.557,V
2458435.71189,2018-11-13.2117650,bd,2.04,15.427,11.898,0.009,66.786,0.577,V
2458435.71316,2018-11-13.2130334,bd,2.02,15.447,11.908,0.009,66.176,0.572,V
2458435.71442,2018-11-13.2142954,bd,2.01,15.429,11.909,0.010,66.129,0.578,V
2458441.64884,2018-11-19.1490063,bt,1.54,15.533,12.108,0.011,52.087,0.521,g
2458441.65007,2018-11-19.1502259,bt,1.49,15.518,12.132,0.012,50.969,0.529,g
2458441.65129,2018-11-19.1514440,bt,1.51,15.520,12.137,0.012,50.756,0.536,g
2458442.63367,2018-11-20.1338643,bt,1.50,15.576,12.123,0.011,51.369,0.514,g
2458442.63489,2018-11-20.1350835,bt,1.48,15.523,12.133,0.012,50.915,0.534,g
2458442.63611,2018-11-20.1363111,bt,1.46,15.588,12.132,0.011,50.998,0.513,g
2458443.59279,2018-11-21.0930435,bt,1.56,15.598,12.144,0.011,50.427,0.491,g
2458443.59523,2018-11-21.0954833,bt,1.53,15.610,12.142,0.011,50.488,0.497,g
2458448.63299,2018-11-26.1334699,bt,1.53,15.547,12.135,0.011,50.839,0.521,g
2458448.63421,2018-11-26.1346943,bt,1.51,15.560,12.137,0.011,50.764,0.515,g
2458448.63544,2018-11-26.1359170,bt,1.58,15.575,12.132,0.011,50.925,0.533,g
2458451.62791,2018-11-29.1285216,bt,1.61,15.729,12.137,0.010,50.760,0.476,g
2458451.62916,2018-11-29.1297736,bt,1.59,15.727,12.142,0.010,50.476,0.472,g
2458451.63037,2018-11-29.1309917,bt,1.60,15.711,12.142,0.010,50.490,0.480,g
2458453.62409,2018-12-01.1247976,bt,1.99,15.660,12.159,0.011,49.739,0.499,g
2458453.62531,2018-12-01.1260194,bt,2.24,15.195,12.118,0.015,51.603,0.709,g
2458454.61003,2018-12-02.1107778,bt,1.50,15.732,12.147,0.010,50.281,0.457,g
2458454.61123,2018-12-02.1119915,bt,1.47,15.719,12.097,0.010,52.653,0.481,g
2458454.61245,2018-12-02.1132097,bt,1.56,15.712,12.119,0.010,51.603,0.463,g
2458456.61002,2018-12-04.1108701,bt,1.56,15.701,12.115,0.010,51.784,0.477,g
2458456.61126,2018-12-04.1121069,bt,1.56,15.709,12.121,0.010,51.442,0.453,g
2458456.61248,2018-12-04.1133229,bt,1.52,15.715,12.133,0.010,50.920,0.458,g
2458463.57312,2018-12-11.0742656,bt,1.57,15.473,12.153,0.012,50.004,0.551,g
2458463.57432,2018-12-11.0754743,bt,1.56,15.447,12.132,0.012,50.990,0.570,g
2458463.57554,2018-12-11.0766923,bt,1.57,15.437,12.138,0.011,50.674,0.552,g
2458472.55710,2018-12-20.0586131,bt,1.70,15.566,12.142,0.011,50.479,0.517,g
2458472.55838,2018-12-20.0598995,bt,1.99,15.560,12.152,0.011,50.057,0.527,g
2458472.55961,2018-12-20.0611204,bt,1.98,15.538,12.134,0.011,50.870,0.533,g
2458473.54936,2018-12-21.0509037,bt,2.13,15.478,12.155,0.012,49.882,0.572,g
2458473.55056,2018-12-21.0521172,bt,2.09,15.526,12.128,0.012,51.118,0.561,g
2458473.55178,2018-12-21.0533357,bt,1.61,15.572,12.137,0.011,50.719,0.534,g
2458477.53955,2018-12-25.0412395,bt,2.25,15.563,12.144,0.011,50.383,0.538,g
2458477.54075,2018-12-25.0424564,bt,2.13,15.622,12.137,0.011,50.736,0.523,g
2458477.54198,2018-12-25.0436736,bt,2.11,15.632,12.138,0.011,50.645,0.523,g
2458480.54074,2018-12-28.0425467,bt,1.63,15.550,12.140,0.011,50.574,0.526,g
2458480.54196,2018-12-28.0437634,bt,1.63,15.613,12.130,0.011,51.023,0.495,g
2458480.54319,2018-12-28.0449913,bt,1.62,15.624,12.137,0.011,50.709,0.510,g
2458571.07987,2019-03-28.5818092,bD,1.55,15.858,12.139,0.009,50.653,0.434,g
2458571.08115,2019-03-28.5830896,bD,1.56,15.864,12.133,0.009,50.892,0.428,g
2458571.08242,2019-03-28.5843592,bD,1.47,15.877,12.131,0.009,51.006,0.424,g
2458577.95138,2019-04-04.4530878,bt,1.54,15.689,12.135,0.010,50.817,0.458,g
2458577.95260,2019-04-04.4543049,bt,1.48,15.684,12.127,0.010,51.210,0.472,g
2458577.95384,2019-04-04.4555355,bt,1.52,15.675,12.132,0.010,50.945,0.472,g
2458580.06224,2019-04-06.5638607,bD,2.03,15.914,12.150,0.009,50.112,0.416,g
2458580.06351,2019-04-06.5651366,bD,2.03,15.916,12.138,0.009,50.664,0.420,g
2458580.06479,2019-04-06.5664118,bD,2.04,15.892,12.134,0.009,50.835,0.414,g
2458581.06529,2019-04-07.5668788,bD,1.53,15.920,12.128,0.009,51.152,0.421,g
2458581.06658,2019-04-07.5681658,bD,1.50,15.934,12.130,0.009,51.036,0.424,g
2458581.06786,2019-04-07.5694436,bD,1.47,15.957,12.142,0.009,50.524,0.412,g
2458581.91823,2019-04-08.4197994,bt,1.50,15.691,12.125,0.010,51.285,0.470,g
2458581.91945,2019-04-08.4210129,bt,1.51,15.689,12.156,0.009,49.852,0.450,g
2458581.92067,2019-04-08.4222299,bt,1.55,15.669,12.138,0.010,50.635,0.467,g
2458582.91179,2019-04-09.4133100,bt,1.51,15.676,12.133,0.010,50.931,0.467,g
2458582.91301,2019-04-09.4145354,bt,1.47,15.682,12.139,0.010,50.629,0.466,g
2458582.91423,2019-04-09.4157559,bt,1.53,15.698,12.154,0.010,49.945,0.467,g
2458583.91657,2019-04-10.4180553,bt,1.55,15.420,12.046,0.012,55.184,0.573,g
2458583.91779,2019-04-10.4192776,bt,1.51,15.535,12.097,0.011,52.606,0.515,g
2458583.91902,2019-04-10.4204979,bt,1.52,15.666,12.118,0.010,51.619,0.479,g
2458588.05526,2019-04-14.5565821,bD,1.60,15.924,12.134,0.009,50.854,0.415,g
2458588.05654,2019-04-14.5578591,bD,1.59,15.910,12.130,0.009,51.040,0.407,g
2458588.05781,2019-04-14.5591297,bD,1.62,15.895,12.133,0.009,50.881,0.425,g
2458589.11796,2019-04-15.6192372,bD,1.51,15.959,12.134,0.008,50.874,0.409,g
2458589.11923,2019-04-15.6205109,bD,1.47,15.970,12.147,0.008,50.254,0.401,g
2458589.12051,2019-04-15.6217932,bD,1.47,15.942,12.129,0.008,51.097,0.392,g
2458591.10703,2019-04-17.6082218,bD,1.49,15.856,12.128,0.009,51.149,0.427,g
2458591.10830,2019-04-17.6094986,bD,1.55,15.890,12.138,0.009,50.700,0.431,g
2458591.10958,2019-04-17.6107769,bD,1.52,15.909,12.129,0.009,51.082,0.409,g
2458592.02851,2019-04-18.5296726,bD,1.53,15.717,12.124,0.010,51.323,0.479,g
2458592.02979,2019-04-18.5309462,bD,1.50,15.595,12.138,0.011,50.663,0.505,g
2458592.03108,2019-04-18.5322350,bD,1.51,15.635,12.116,0.011,51.742,0.495,g
2458593.03832,2019-04-19.5394314,bD,1.48,15.634,12.142,0.011,50.490,0.488,g
2458593.03960,2019-04-19.5407119,bD,1.57,15.644,12.137,0.011,50.724,0.498,g
2458594.02096,2019-04-20.5220341,bD,1.55,15.599,12.119,0.011,51.587,0.511,g
2458594.02224,2019-04-20.5233142,bD,1.50,15.631,12.136,0.011,50.753,0.487,g
2458594.02352,2019-04-20.5245886,bD,1.52,15.662,12.123,0.010,51.392,0.500,g
2458595.01895,2019-04-21.5199870,bD,1.53,15.712,12.151,0.010,50.065,0.482,g
2458595.02023,2019-04-21.5212686,bD,1.50,15.744,12.123,0.010,51.384,0.473,g
2458595.02151,2019-04-21.5225435,bD,1.52,15.737,12.133,0.010,50.899,0.474,g
2458597.01057,2019-04-23.5115093,bD,1.47,15.789,12.104,0.009,52.304,0.454,g
2458597.01183,2019-04-23.5127793,bD,1.46,15.806,12.131,0.009,51.027,0.457,g
2458597.01312,2019-04-23.5140601,bD,1.43,15.793,12.120,0.009,51.560,0.441,g
2458599.07678,2019-04-25.5776349,bD,1.54,15.896,12.129,0.009,51.089,0.422,g
2458599.07805,2019-04-25.5789061,bD,1.47,15.900,12.143,0.009,50.404,0.427,g
2458599.07933,2019-04-25.5801831,bD,1.52,15.905,12.131,0.009,51.013,0.414,g
2458600.86049,2019-04-27.3612783,bt,1.53,15.615,12.130,0.011,51.048,0.528,g
2458600.86171,2019-04-27.3624918,bt,1.58,15.609,12.117,0.011,51.668,0.515,g
2458600.86294,2019-04-27.3637247,bt,1.55,15.618,12.126,0.011,51.231,0.500,g
2458600.87911,2019-04-27.3798880,bt,1.55,15.628,12.135,0.011,50.784,0.500,g
2458600.88032,2019-04-27.3811017,bt,1.58,15.631,12.127,0.011,51.195,0.512,g
2458600.88154,2019-04-27.3823188,bt,1.55,15.629,12.135,0.011,50.822,0.501,g
2458600.89746,2019-04-27.3982359,bt,1.49,15.652,12.131,0.010,50.985,0.488,g
2458600.89866,2019-04-27.3994446,bt,1.46,15.630,12.117,0.011,51.690,0.498,g
2458600.89987,2019-04-27.4006505,bt,1.53,15.614,12.118,0.011,51.617,0.501,g
2458600.92338,2019-04-27.4241616,bt,1.51,15.639,12.127,0.011,51.209,0.493,g
2458600.92459,2019-04-27.4253718,bt,1.47,15.634,12.110,0.010,51.977,0.488,g
2458600.92581,2019-04-27.4265912,bt,1.56,15.636,12.116,0.010,51.734,0.496,g
2458601.01111,2019-04-27.5118898,bD,1.53,15.376,12.132,0.013,50.960,0.590,g
2458601.01239,2019-04-27.5131615,bD,1.46,15.590,12.116,0.011,51.730,0.515,g
2458601.01366,2019-04-27.5144456,bD,1.52,15.804,12.133,0.009,50.909,0.458,g
2458601.06925,2019-04-27.5700182,bD,1.57,14.750,12.171,0.025,49.139,1.157,g
2458601.07052,2019-04-27.5712964,bD,1.68,15.260,12.066,0.022,54.112,1.073,g
2458601.07181,2019-04-27.5725834,bD,1.66,14.918,12.084,0.023,53.275,1.126,g
2458601.87209,2019-04-28.3728207,bt,1.49,15.648,12.128,0.010,51.149,0.511,g
2458601.87330,2019-04-28.3740392,bt,1.45,15.645,12.129,0.011,51.114,0.491,g
2458601.87453,2019-04-28.3752646,bt,1.49,15.659,12.117,0.010,51.656,0.492,g
2458602.86929,2019-04-29.3699813,bt,1.47,15.576,12.109,0.011,52.022,0.530,g
2458602.93688,2019-04-29.4375657,bt,1.61,15.307,12.139,0.014,50.652,0.635,g
2458602.93808,2019-04-29.4387733,bt,1.61,15.238,12.133,0.014,50.908,0.658,g
2458602.93929,2019-04-29.4399803,bt,1.63,15.263,12.129,0.013,51.084,0.638,g
2458604.99232,2019-05-01.4929159,bD,1.53,15.870,12.131,0.009,51.002,0.414,g
2458604.99360,2019-05-01.4941962,bD,1.63,15.888,12.142,0.009,50.499,0.418,g
2458604.99487,2019-05-01.4954694,bD,1.58,15.887,12.135,0.009,50.822,0.418,g
2458605.92976,2019-05-02.4303120,bt,1.57,15.677,12.146,0.010,50.288,0.479,g
2458605.93097,2019-05-02.4315350,bt,1.49,15.670,12.127,0.010,51.210,0.468,g
2458605.93219,2019-05-02.4327461,bt,1.58,15.669,12.123,0.010,51.390,0.477,g
2458607.84558,2019-05-04.3460519,bt,1.50,15.640,12.149,0.011,50.154,0.489,g
2458607.84679,2019-05-04.3472611,bt,1.48,15.647,12.149,0.011,50.162,0.484,g
2458607.84801,2019-05-04.3484795,bt,1.46,15.628,12.125,0.011,51.309,0.493,g
2458608.87003,2019-05-05.3704524,bt,1.52,15.611,12.140,0.011,50.610,0.484,g
2458608.87124,2019-05-05.3716567,bt,1.58,15.608,12.119,0.010,51.566,0.486,g
2458608.87245,2019-05-05.3728765,bt,1.51,15.631,12.127,0.011,51.190,0.480,g
2458609.89355,2019-05-06.3939247,bt,1.57,15.259,12.097,0.013,52.612,0.641,g
2458609.89477,2019-05-06.3951442,bt,1.53,14.916,12.120,0.020,51.528,0.932,g
2458609.89598,2019-05-06.3963613,bt,1.48,15.446,12.070,0.013,53.943,0.621,g
2458611.98013,2019-05-08.4804153,bD,1.52,15.928,12.135,0.009,50.818,0.429,g
2458611.98142,2019-05-08.4816972,bD,1.54,15.918,12.122,0.009,51.438,0.432,g
2458611.98269,2019-05-08.4829728,bD,1.56,15.926,12.129,0.009,51.121,0.412,g
2458613.07258,2019-05-09.5728049,bD,1.51,15.976,12.143,0.008,50.467,0.400,g
2458613.07385,2019-05-09.5740793,bD,1.50,15.965,12.139,0.008,50.631,0.397,g
2458613.07513,2019-05-09.5753577,bD,1.52,15.980,12.149,0.008,50.195,0.401,g
2458615.09836,2019-05-11.5984974,bD,1.50,15.979,12.116,0.008,51.706,0.410,g
2458615.09963,2019-05-11.5997717,bD,1.54,15.977,12.127,0.008,51.204,0.408,g
2458615.10091,2019-05-11.6010465,bD,1.49,15.980,12.117,0.008,51.652,0.387,g
2458616.97852,2019-05-13.4785805,bD,1.56,15.905,12.117,0.009,51.671,0.428,g
2458616.97980,2019-05-13.4798575,bD,1.50,15.893,12.120,0.009,51.499,0.429,g
2458616.98109,2019-05-13.4811390,bD,1.59,15.900,12.121,0.009,51.487,0.419,g
2458618.81846,2019-05-15.3184326,bt,1.51,15.528,12.148,0.012,50.200,0.538,g
2458618.81968,2019-05-15.3196461,bt,1.50,15.527,12.143,0.012,50.427,0.525,g
2458618.82090,2019-05-15.3208641,bt,1.45,15.514,12.138,0.012,50.669,0.535,g
2458618.94663,2019-05-15.4465924,bD,1.54,15.786,12.134,0.010,50.904,0.458,g
2458618.94790,2019-05-15.4478578,bD,1.63,15.758,12.120,0.010,51.538,0.465,g
2458618.94917,2019-05-15.4491350,bD,1.49,15.780,12.141,0.010,50.565,0.465,g
