MJD,V-mag,SE,air.mass
58197.51894,12.0976,0.0032,1.281
58198.41337,12.0852,0.0020,2.337
58198.41383,12.1012,0.0020,2.328
58198.41431,12.0863,0.0021,2.318
58198.41477,12.1006,0.0012,2.308
58198.41524,12.0849,0.0013,2.299
58198.41572,12.0987,0.0015,2.289
58198.41618,12.0916,0.0016,2.280
58198.41666,12.0862,0.0018,2.271
58198.41712,12.0951,0.0019,2.262
58198.41758,12.0950,0.0020,2.253
58198.41806,12.0977,0.0020,2.244
58198.41852,12.0936,0.0021,2.235
58198.41905,12.0893,0.0022,2.225
58198.41951,12.0926,0.0022,2.216
58198.41999,12.1057,0.0022,2.207
58198.42045,12.0927,0.0022,2.199
58198.42091,12.0834,0.0023,2.190
58198.42139,12.0869,0.0023,2.182
58198.42186,12.0936,0.0023,2.173
58198.42233,12.0984,0.0023,2.165
58198.42279,12.0993,0.0023,2.157
58198.42326,12.0988,0.0023,2.148
58198.42373,12.0905,0.0022,2.140
58198.42420,12.1053,0.0022,2.132
58198.42468,12.0968,0.0021,2.124
58198.42515,12.0903,0.0020,2.116
58198.42561,12.0845,0.0019,2.108
58198.42609,12.0808,0.0018,2.100
58198.42656,12.0873,0.0017,2.092
58198.42703,12.0914,0.0017,2.085
58198.42750,12.0886,0.0017,2.077
58198.42796,12.0866,0.0017,2.069
58198.42844,12.0925,0.0018,2.062
58198.42890,12.0844,0.0018,2.054
58198.42937,12.0905,0.0019,2.047
58198.42984,12.0841,0.0019,2.040
58198.43030,12.0926,0.0020,2.033
58198.43082,12.0946,0.0020,2.024
58198.43130,12.0906,0.0019,2.017
58198.43177,12.0800,0.0019,2.010
58198.43225,12.0991,0.0018,2.003
58198.43271,12.0966,0.0017,1.996
58198.43317,12.0994,0.0016,1.989
58198.43369,12.0884,0.0015,1.981
58198.43416,12.0907,0.0014,1.975
58198.43463,12.0813,0.0013,1.968
58198.43509,12.0990,0.0012,1.961
58198.43557,12.0836,0.0012,1.954
58198.43609,12.0848,0.0012,1.947
58198.43656,12.0827,0.0013,1.940
58198.43704,12.0937,0.0013,1.934
58198.43750,12.0986,0.0014,1.927
58198.43797,12.0865,0.0015,1.921
58198.43845,12.0911,0.0016,1.914
58198.43891,12.0851,0.0016,1.908
58198.43938,12.0883,0.0017,1.902
58198.43988,12.0903,0.0017,1.895
58198.44036,12.0918,0.0018,1.889
58198.44082,12.0879,0.0018,1.883
58198.44130,12.0870,0.0018,1.876
58198.44182,12.0840,0.0018,1.870
58198.44228,12.0909,0.0018,1.864
58198.44275,12.0899,0.0017,1.858
58198.44322,12.0882,0.0016,1.852
58198.44369,12.0821,0.0016,1.846
58198.44421,12.0853,0.0015,1.839
58198.44469,12.1001,0.0014,1.834
58198.44515,12.0967,0.0014,1.828
58198.44567,12.0970,0.0014,1.822
58198.44613,12.0907,0.0013,1.816
58198.44661,12.0925,0.0013,1.810
58198.44708,12.0950,0.0012,1.805
58198.44755,12.0840,0.0012,1.799
58198.44801,12.0940,0.0011,1.794
58198.44848,12.0833,0.0011,1.788
58198.44896,12.0985,0.0011,1.783
58198.44947,12.0956,0.0010,1.777
58198.44994,12.0922,0.0010,1.771
58198.45042,12.0823,0.0010,1.766
58198.45088,12.0871,0.0010,1.761
58198.45140,12.0937,0.0011,1.755
58198.45186,12.0915,0.0011,1.750
58198.45234,12.0880,0.0012,1.745
58198.45286,12.0891,0.0012,1.739
58198.45338,12.0939,0.0013,1.733
58198.45384,12.0899,0.0013,1.728
58198.45432,12.0834,0.0014,1.723
58198.45479,12.0889,0.0014,1.718
58198.45531,12.0902,0.0013,1.713
58198.45578,12.0824,0.0013,1.708
58198.45625,12.0869,0.0013,1.703
58198.45671,12.0898,0.0012,1.698
58198.45719,12.0912,0.0011,1.693
58198.45765,12.0945,0.0010,1.688
58198.45817,12.0981,0.0009,1.683
58198.45865,12.0878,0.0009,1.678
58198.45911,12.0975,0.0008,1.674
58198.45958,12.0883,0.0008,1.669
58198.46005,12.0837,0.0009,1.665
58198.46058,12.0932,0.0009,1.659
58198.46109,12.1000,0.0010,1.654
58198.46156,12.0868,0.0011,1.650
58198.46204,12.0865,0.0012,1.645
58198.46251,12.1017,0.0013,1.641
58198.46297,12.0993,0.0014,1.636
58198.46344,12.0999,0.0015,1.632
58198.46397,12.0797,0.0016,1.627
58198.46443,12.0993,0.0017,1.623
58198.46491,12.0901,0.0017,1.619
58198.46538,12.0905,0.0018,1.614
58198.46584,12.0922,0.0018,1.610
58198.46632,12.0899,0.0018,1.606
58198.46678,12.0883,0.0018,1.602
58198.46726,12.0828,0.0018,1.597
58198.46772,12.0882,0.0018,1.593
58198.46819,12.0857,0.0018,1.589
58198.46866,12.0929,0.0018,1.585
58198.46913,12.0920,0.0019,1.581
58198.46959,12.0936,0.0019,1.577
58198.47006,12.0941,0.0019,1.573
58198.47053,12.0891,0.0020,1.569
58198.47101,12.0896,0.0020,1.565
58198.47147,12.0883,0.0020,1.561
58198.47199,12.0936,0.0020,1.557
58198.47245,12.0933,0.0019,1.553
58198.47297,12.0857,0.0019,1.549
58198.47344,12.0899,0.0019,1.545
58198.47391,12.0872,0.0019,1.541
58198.47439,12.0836,0.0019,1.537
58198.47486,12.0872,0.0019,1.534
58198.47532,12.0928,0.0019,1.530
58198.47583,12.0947,0.0019,1.526
58198.47631,12.0842,0.0019,1.522
58198.47678,12.0887,0.0020,1.518
58198.47730,12.0848,0.0020,1.514
58198.47777,12.0909,0.0020,1.511
58198.47830,12.0895,0.0020,1.507
58198.47876,12.0878,0.0019,1.503
58198.47924,12.0923,0.0019,1.500
58198.47970,12.0922,0.0019,1.496
58198.48022,12.0907,0.0018,1.492
58198.48068,12.0895,0.0018,1.489
58198.48116,12.0951,0.0017,1.486
58198.48162,12.0995,0.0016,1.482
58198.48208,12.0952,0.0016,1.479
58198.48256,12.0933,0.0015,1.475
58198.48302,12.0852,0.0015,1.472
58198.48348,12.0861,0.0015,1.469
58198.48396,12.0923,0.0016,1.465
58198.48448,12.0885,0.0016,1.462
58198.48494,12.0920,0.0015,1.459
58198.48542,12.0934,0.0015,1.455
58198.48588,12.0962,0.0015,1.452
58198.48634,12.0822,0.0015,1.449
58198.48686,12.0879,0.0014,1.445
58198.48734,12.0879,0.0014,1.442
58198.48781,12.0902,0.0013,1.439
58198.48828,12.0914,0.0013,1.436
58198.48874,12.0890,0.0012,1.433
58198.48926,12.0921,0.0012,1.429
58198.48973,12.0911,0.0012,1.426
58198.49020,12.0916,0.0012,1.423
58198.49066,12.0851,0.0012,1.420
58198.49118,12.0872,0.0012,1.417
58198.49164,12.0938,0.0011,1.414
58198.49212,12.0904,0.0011,1.411
58198.49258,12.0927,0.0011,1.408
58198.49306,12.0941,0.0011,1.405
58198.49352,12.0913,0.0011,1.402
58198.49399,12.0908,0.0011,1.399
58198.49446,12.0940,0.0011,1.397
58198.49493,12.0972,0.0011,1.394
58198.49541,12.0870,0.0011,1.391
58198.49588,12.0925,0.0011,1.388
58198.49640,12.0898,0.0011,1.385
58198.49688,12.0910,0.0011,1.382
58198.49738,12.0886,0.0011,1.379
58198.49786,12.0960,0.0011,1.376
58198.49833,12.0979,0.0011,1.373
58198.49880,12.0882,0.0011,1.371
58198.49927,12.0915,0.0011,1.368
58198.49975,12.0909,0.0010,1.365
58198.50021,12.0895,0.0010,1.363
58198.50067,12.0847,0.0010,1.360
58198.50115,12.0998,0.0010,1.357
58198.50162,12.0888,0.0010,1.355
58198.50208,12.0947,0.0010,1.352
58198.50256,12.0896,0.0010,1.350
58198.50308,12.0906,0.0011,1.347
58198.50354,12.0879,0.0011,1.344
58198.50402,12.0945,0.0011,1.342
58198.50449,12.0915,0.0011,1.339
58198.50495,12.0924,0.0012,1.337
58198.50543,12.0901,0.0012,1.334
58198.50589,12.0865,0.0013,1.332
58198.50635,12.0872,0.0014,1.329
58198.50683,12.0840,0.0015,1.327
58198.50729,12.0826,0.0015,1.324
58198.50777,12.0893,0.0015,1.322
58198.50829,12.0926,0.0015,1.319
58198.50881,12.0922,0.0015,1.317
58198.50927,12.0893,0.0015,1.314
58198.50975,12.0875,0.0015,1.312
58198.51021,12.0885,0.0014,1.310
58198.51074,12.0884,0.0014,1.307
58198.51126,12.0881,0.0013,1.304
58198.51172,12.0904,0.0012,1.302
58198.51225,12.0891,0.0012,1.299
58198.51271,12.0958,0.0011,1.297
58198.51318,12.0851,0.0011,1.295
58198.51370,12.0893,0.0011,1.292
58198.51424,12.0935,0.0011,1.290
58198.51470,12.0945,0.0011,1.288
58198.51517,12.0989,0.0011,1.286
58198.51569,12.0950,0.0011,1.283
58198.51616,12.0975,0.0011,1.281
58198.51663,12.0880,0.0011,1.279
58198.51709,12.0925,0.0011,1.277
58198.51762,12.0885,0.0019,1.274
58204.38384,12.1115,0.0028,2.649
58204.38479,12.0926,0.0030,2.623
58204.38525,12.1112,0.0032,2.611
58204.38572,12.1305,0.0035,2.599
58204.38667,12.1057,0.0037,2.575
58204.38713,12.1277,0.0039,2.563
58204.38759,12.1233,0.0040,2.551
58204.38807,12.1166,0.0041,2.540
58204.38854,12.1267,0.0041,2.528
58204.38902,12.1064,0.0041,2.516
58204.38994,12.0926,0.0040,2.494
58204.39042,12.0845,0.0039,2.483
58204.39088,12.1125,0.0039,2.472
58204.39135,12.1098,0.0038,2.461
58204.39182,12.1036,0.0038,2.450
58204.39229,12.1020,0.0038,2.439
58204.39275,12.1085,0.0040,2.429
58204.39323,12.1208,0.0041,2.418
58204.39369,12.1315,0.0042,2.408
58204.39417,12.1135,0.0043,2.398
58204.39463,12.1188,0.0043,2.387
58204.39509,12.1090,0.0043,2.377
58204.39557,12.1175,0.0042,2.367
58204.39604,12.1285,0.0041,2.357
58204.39652,12.1028,0.0040,2.347
58204.39698,12.1096,0.0039,2.337
58204.39745,12.1124,0.0038,2.327
58204.39793,12.1125,0.0037,2.318
58204.39839,12.1177,0.0037,2.308
58204.39887,12.1287,0.0037,2.299
58204.39934,12.1041,0.0037,2.289
58204.39980,12.1050,0.0037,2.280
58204.40028,12.1044,0.0036,2.271
58204.40075,12.1230,0.0035,2.261
58204.40122,12.0924,0.0033,2.252
58204.40169,12.1085,0.0032,2.243
58204.40216,12.1240,0.0030,2.234
58204.40263,12.1132,0.0027,2.225
58204.40310,12.1203,0.0025,2.217
58204.40358,12.1120,0.0023,2.208
58204.40404,12.1220,0.0021,2.199
58204.40451,12.0935,0.0020,2.191
58204.40499,12.1253,0.0020,2.182
58204.40546,12.0969,0.0021,2.173
58204.40593,12.1024,0.0022,2.165
58204.40640,12.1182,0.0024,2.157
58204.40686,12.1153,0.0026,2.149
58204.40733,12.1128,0.0027,2.141
58204.40780,12.1175,0.0027,2.132
58204.40826,12.1231,0.0027,2.124
58204.40874,12.0951,0.0027,2.116
58204.40968,12.1241,0.0026,2.101
58204.41014,12.1224,0.0024,2.093
58204.41061,12.1024,0.0023,2.085
58204.41109,12.1034,0.0022,2.077
58204.41201,12.1193,0.0020,2.063
58204.41249,12.0989,0.0019,2.055
58204.41296,12.1105,0.0019,2.047
58204.41343,12.1085,0.0019,2.040
58204.41390,12.1071,0.0019,2.033
58204.41436,12.1194,0.0020,2.026
58204.41484,12.1128,0.0020,2.018
58204.41530,12.1024,0.0021,2.011
58204.41578,12.1139,0.0022,2.004
58204.41625,12.1065,0.0022,1.997
58204.41671,12.0962,0.0022,1.990
58204.41719,12.1141,0.0022,1.983
58204.41765,12.1240,0.0022,1.976
58204.41812,12.1116,0.0022,1.970
58204.41859,12.1211,0.0021,1.963
58204.41906,12.1157,0.0021,1.956
58204.41953,12.1128,0.0021,1.949
58204.42094,12.1113,0.0022,1.930
58204.42140,12.1061,0.0022,1.923
58204.42188,12.1151,0.0022,1.917
58204.42235,12.1114,0.0022,1.910
58204.42281,12.1111,0.0022,1.904
58204.42329,12.1171,0.0023,1.898
58204.42375,12.1226,0.0023,1.892
58204.42422,12.1233,0.0024,1.885
58204.42469,12.1267,0.0024,1.879
58204.42564,12.1027,0.0025,1.867
58204.42610,12.1115,0.0026,1.861
58204.42657,12.1178,0.0026,1.855
58204.42704,12.1114,0.0026,1.849
58204.42751,12.1079,0.0027,1.843
58204.42799,12.1138,0.0027,1.837
58204.42846,12.1202,0.0026,1.832
58204.42892,12.1140,0.0026,1.826
58204.42940,12.1078,0.0025,1.820
58204.42987,12.1231,0.0023,1.814
58204.43034,12.1006,0.0023,1.809
58204.43081,12.1100,0.0022,1.803
58204.43128,12.1086,0.0021,1.798
58204.43175,12.1066,0.0020,1.792
58204.43222,12.1012,0.0019,1.787
58204.43270,12.1070,0.0018,1.781
58204.43363,12.1014,0.0017,1.770
58204.43457,12.1091,0.0017,1.760
58204.43505,12.1113,0.0017,1.755
58204.43551,12.1213,0.0017,1.749
58204.43598,12.1167,0.0018,1.744
58204.43691,12.1180,0.0019,1.734
58204.43738,12.1069,0.0020,1.729
58204.43785,12.1172,0.0021,1.724
58204.43832,12.1044,0.0023,1.719
58204.43878,12.1183,0.0024,1.714
58204.43972,12.0941,0.0025,1.704
58204.44066,12.1012,0.0025,1.695
58204.44113,12.1176,0.0025,1.690
58204.44160,12.1064,0.0025,1.685
58204.44207,12.1129,0.0025,1.680
58204.44253,12.1269,0.0024,1.676
58204.44300,12.1153,0.0023,1.671
58204.44346,12.1185,0.0022,1.667
58204.44392,12.0922,0.0021,1.662
58204.44440,12.1171,0.0019,1.657
58204.44486,12.1061,0.0017,1.653
58204.44534,12.1032,0.0016,1.648
58204.44627,12.1075,0.0015,1.639
58204.44674,12.1030,0.0015,1.635
58204.44721,12.1106,0.0016,1.631
58204.44767,12.1168,0.0017,1.626
58204.44860,12.1140,0.0018,1.618
58204.44907,12.1058,0.0018,1.614
58204.45001,12.1120,0.0019,1.605
58204.45049,12.1095,0.0020,1.601
58204.45096,12.1123,0.0021,1.597
58204.45144,12.1028,0.0021,1.592
58204.45190,12.1063,0.0021,1.588
58204.45237,12.1090,0.0021,1.584
58204.45284,12.1092,0.0021,1.580
58204.45330,12.1118,0.0020,1.576
58204.45377,12.1096,0.0020,1.572
58204.45424,12.1046,0.0019,1.568
58204.45471,12.1145,0.0019,1.564
58204.45517,12.1157,0.0018,1.560
58204.45611,12.1022,0.0018,1.553
58204.45657,12.1050,0.0018,1.549
58204.45705,12.1101,0.0018,1.545
58204.45751,12.1177,0.0017,1.541
58204.45799,12.1109,0.0017,1.538
58204.45891,12.1143,0.0017,1.530
58204.45939,12.1058,0.0017,1.526
58204.45985,12.1156,0.0016,1.523
58204.46031,12.1159,0.0017,1.519
58204.46078,12.1197,0.0017,1.516
58204.46125,12.1087,0.0017,1.512
58204.46171,12.1098,0.0018,1.508
58204.46219,12.1088,0.0018,1.505
58204.46266,12.1033,0.0019,1.501
58204.46312,12.1189,0.0019,1.498
58204.46360,12.1158,0.0019,1.494
58204.46407,12.1129,0.0019,1.491
58204.46501,12.1187,0.0019,1.484
58204.46547,12.1064,0.0018,1.480
58204.46595,12.1073,0.0018,1.477
58204.46641,12.1188,0.0017,1.474
58204.46687,12.1140,0.0017,1.470
58204.46734,12.1150,0.0016,1.467
58204.46781,12.1086,0.0016,1.464
58204.46829,12.1184,0.0016,1.460
58204.46875,12.1048,0.0016,1.457
58204.47016,12.1100,0.0016,1.448
58204.47064,12.1173,0.0017,1.444
58204.47110,12.1014,0.0017,1.441
58204.47157,12.1162,0.0017,1.438
58204.47205,12.1073,0.0018,1.435
58204.47251,12.1043,0.0018,1.432
58204.47297,12.1146,0.0018,1.429
58204.47345,12.1097,0.0019,1.426
58204.47391,12.1114,0.0019,1.423
58204.47439,12.1133,0.0019,1.420
58204.47579,12.1103,0.0020,1.411
58204.47626,12.1021,0.0020,1.408
58204.47672,12.1188,0.0021,1.405
58204.47720,12.1098,0.0021,1.402
58204.47766,12.1058,0.0021,1.399
58204.47860,12.0998,0.0020,1.393
58204.47906,12.1195,0.0020,1.391
58204.47954,12.1084,0.0019,1.388
58204.48001,12.1069,0.0018,1.385
58204.48047,12.1051,0.0017,1.382
58204.48141,12.1057,0.0016,1.377
58204.48188,12.1118,0.0015,1.374
58204.48235,12.1082,0.0014,1.371
58204.48329,12.1123,0.0014,1.366
58204.48422,12.1122,0.0013,1.360
58204.48469,12.1077,0.0013,1.358
58204.48516,12.1094,0.0012,1.355
58204.48564,12.1129,0.0012,1.353
58204.48610,12.1057,0.0012,1.350
58204.48703,12.1035,0.0013,1.345
58204.48750,12.1124,0.0013,1.342
58204.48796,12.1102,0.0014,1.340
58204.48891,12.1175,0.0015,1.335
58204.48937,12.1046,0.0015,1.332
58204.49031,12.1129,0.0016,1.327
58204.49079,12.1250,0.0017,1.325
58204.49125,12.1178,0.0017,1.323
58204.49219,12.1119,0.0017,1.318
58204.49266,12.1161,0.0016,1.315
58204.49313,12.1188,0.0016,1.313
58204.49360,12.1060,0.0015,1.311
58204.49406,12.1148,0.0015,1.308
58204.49453,12.1140,0.0014,1.306
58204.49500,12.1118,0.0013,1.304
58204.49546,12.1104,0.0012,1.301
58204.49593,12.1037,0.0012,1.299
58204.49640,12.1145,0.0012,1.297
58204.49686,12.1090,0.0012,1.295
58204.49733,12.1120,0.0013,1.292
58204.49780,12.1169,0.0015,1.290
58204.49826,12.1079,0.0016,1.288
58204.49874,12.1154,0.0018,1.286
58204.49920,12.1097,0.0020,1.284
58204.49968,12.1249,0.0022,1.281
58204.50015,12.1030,0.0024,1.279
58204.50062,12.1161,0.0025,1.277
58204.50109,12.1199,0.0027,1.275
58204.50156,12.1164,0.0028,1.273
58204.50203,12.1161,0.0028,1.271
58204.50250,12.1143,0.0028,1.269
58204.50296,12.1146,0.0028,1.267
58204.50344,12.1077,0.0027,1.265
58204.50390,12.1034,0.0025,1.263
58204.50436,12.1197,0.0023,1.261
58204.50484,12.1088,0.0021,1.258
58204.50531,12.1089,0.0018,1.256
58204.50578,12.1096,0.0016,1.254
58204.50625,12.1095,0.0013,1.252
58204.50672,12.1083,0.0011,1.250
58204.50720,12.1116,0.0010,1.248
58204.50766,12.1118,0.0009,1.247
58204.50814,12.1153,0.0009,1.245
58204.50860,12.1131,0.0010,1.243
58204.50907,12.1003,0.0011,1.241
58204.50955,12.1114,0.0011,1.239
58204.51002,12.1217,0.0012,1.237
58204.51049,12.1048,0.0013,1.235
58204.51096,12.1313,0.0013,1.233
58204.51142,12.1126,0.0013,1.231
58204.51190,12.1092,0.0021,1.229
58205.37581,12.0954,0.0041,2.799
58205.37627,12.0924,0.0041,2.786
58205.37675,12.1077,0.0041,2.772
58205.37722,12.0903,0.0025,2.758
58205.37770,12.0961,0.0028,2.744
58205.37816,12.0978,0.0031,2.731
58205.37863,12.1016,0.0033,2.717
58205.37911,12.0941,0.0036,2.704
58205.37957,12.0956,0.0038,2.691
58205.38005,12.0996,0.0040,2.678
58205.38051,12.0857,0.0041,2.665
58205.38191,12.1080,0.0042,2.627
58205.38238,12.0898,0.0042,2.615
58205.38285,12.1067,0.0043,2.603
58205.38332,12.0954,0.0043,2.591
58205.38378,12.0844,0.0044,2.579
58205.38425,12.1038,0.0044,2.567
58205.38472,12.0992,0.0044,2.555
58205.38520,12.0991,0.0044,2.543
58205.38566,12.0819,0.0044,2.532
58205.38660,12.1011,0.0044,2.509
58205.38706,12.0895,0.0044,2.498
58205.38800,12.1025,0.0045,2.476
58205.38846,12.1007,0.0046,2.465
58205.38894,12.0982,0.0047,2.454
58205.38987,12.1053,0.0048,2.432
58205.39081,12.0872,0.0050,2.411
58205.39127,12.1026,0.0051,2.401
58205.39174,12.0964,0.0051,2.391
58205.39269,12.0924,0.0051,2.370
58205.39315,12.1064,0.0050,2.361
58205.39362,12.0830,0.0047,2.350
58205.39410,12.1004,0.0044,2.341
58205.39456,12.1040,0.0041,2.331
58205.39503,12.0794,0.0037,2.321
58205.39551,12.1098,0.0033,2.311
58205.39597,12.1028,0.0030,2.302
58205.39645,12.0984,0.0027,2.292
58205.39692,12.0917,0.0026,2.283
58205.39740,12.0996,0.0026,2.274
58205.39786,12.0938,0.0028,2.265
58205.39833,12.1058,0.0031,2.255
58205.39881,12.0901,0.0034,2.246
58205.39927,12.1080,0.0036,2.237
58205.39975,12.0833,0.0037,2.228
58205.40021,12.0964,0.0039,2.220
58205.40067,12.1080,0.0040,2.211
58205.40115,12.0955,0.0040,2.202
58205.40161,12.1007,0.0039,2.194
58205.40208,12.0820,0.0038,2.185
58205.40255,12.0941,0.0036,2.177
58205.40301,12.0988,0.0034,2.168
58205.40348,12.0908,0.0033,2.160
58205.40395,12.0939,0.0031,2.152
58205.40442,12.0887,0.0030,2.144
58205.40488,12.0826,0.0029,2.136
58205.40535,12.0832,0.0028,2.128
58205.40582,12.1136,0.0028,2.120
58205.40628,12.1075,0.0028,2.112
58205.40676,12.1072,0.0029,2.104
58205.40722,12.1079,0.0029,2.096
58205.40770,12.0970,0.0029,2.088
58205.40816,12.0996,0.0029,2.081
58205.40862,12.0928,0.0028,2.073
58205.40910,12.0936,0.0028,2.065
58205.40957,12.0849,0.0028,2.058
58205.41005,12.0953,0.0027,2.050
58205.41051,12.1035,0.0026,2.043
58205.41098,12.0926,0.0026,2.036
58205.41145,12.0987,0.0026,2.029
58205.41240,12.1022,0.0027,2.014
58205.41286,12.1003,0.0028,2.007
58205.41333,12.0949,0.0030,2.000
58205.41427,12.0952,0.0032,1.986
58205.41473,12.0935,0.0034,1.979
58205.41521,12.0844,0.0036,1.972
58205.41568,12.1078,0.0038,1.965
58205.41615,12.1091,0.0040,1.959
58205.41662,12.0932,0.0041,1.952
58205.41709,12.0956,0.0041,1.945
58205.41803,12.0965,0.0041,1.932
58205.41851,12.1128,0.0040,1.926
58205.41897,12.0889,0.0039,1.919
58205.41991,12.0868,0.0037,1.907
58205.42038,12.0943,0.0035,1.900
58205.42131,12.0900,0.0033,1.888
58205.42178,12.0986,0.0031,1.882
58205.42226,12.0894,0.0031,1.875
58205.42272,12.1014,0.0031,1.869
58205.42319,12.1024,0.0031,1.863
58205.42366,12.0787,0.0031,1.858
58205.42413,12.0959,0.0032,1.852
58205.42461,12.0873,0.0032,1.846
58205.42507,12.0954,0.0032,1.840
58205.42601,12.1011,0.0031,1.828
58205.42647,12.0902,0.0031,1.823
58205.42693,12.0976,0.0030,1.817
58205.42741,12.0860,0.0029,1.811
58205.42788,12.0816,0.0027,1.806
58205.42834,12.0961,0.0026,1.800
58205.42881,12.0968,0.0024,1.795
58205.42927,12.0963,0.0023,1.789
58205.42975,12.0983,0.0023,1.784
58205.43068,12.0796,0.0024,1.773
58205.43162,12.0916,0.0025,1.762
58205.43208,12.0890,0.0026,1.757
58205.43255,12.0929,0.0027,1.752
58205.43301,12.0915,0.0028,1.747
58205.43348,12.0836,0.0029,1.742
58205.43396,12.0797,0.0030,1.737
58205.43442,12.0832,0.0031,1.732
58205.43488,12.0894,0.0031,1.727
58205.43630,12.1076,0.0032,1.712
58205.43725,12.0971,0.0032,1.702
58205.43771,12.0946,0.0032,1.697
58205.43818,12.1016,0.0032,1.692
58205.43865,12.0934,0.0032,1.687
58205.43912,12.0988,0.0031,1.683
58205.44005,12.0964,0.0031,1.673
58205.44052,12.0955,0.0031,1.669
58205.44098,12.0812,0.0031,1.664
58205.44145,12.1030,0.0031,1.660
58205.44238,12.0996,0.0031,1.650
58205.44286,12.0940,0.0031,1.646
58205.44332,12.0985,0.0030,1.642
58205.44380,12.0896,0.0030,1.637
58205.44427,12.0831,0.0029,1.633
58205.44475,12.0961,0.0029,1.628
58205.44521,12.0904,0.0029,1.624
58205.44568,12.1020,0.0028,1.620
58205.44616,12.0957,0.0027,1.615
58205.44662,12.0908,0.0027,1.611
58205.44709,12.0998,0.0026,1.607
58205.44803,12.0921,0.0026,1.598
58205.44851,12.1016,0.0026,1.594
58205.44897,12.1146,0.0026,1.590
58205.44944,12.1020,0.0025,1.586
58205.45086,12.0979,0.0024,1.574
58205.45132,12.0947,0.0023,1.570
58205.45179,12.0920,0.0022,1.566
58205.45226,12.0894,0.0021,1.562
58205.45273,12.0852,0.0021,1.558
58205.45321,12.0948,0.0020,1.554
58205.45414,12.0986,0.0021,1.546
58205.45461,12.0857,0.0021,1.543
58205.45508,12.0934,0.0023,1.539
58205.45556,12.0953,0.0024,1.535
58205.45602,12.0871,0.0026,1.531
58205.45649,12.1023,0.0028,1.528
58205.45696,12.0989,0.0029,1.524
58205.45742,12.0906,0.0030,1.520
58205.45789,12.1010,0.0030,1.517
58205.45836,12.0993,0.0029,1.513
58205.45882,12.0938,0.0028,1.510
58205.45929,12.0943,0.0027,1.506
58205.46023,12.0973,0.0025,1.499
58205.46069,12.0898,0.0023,1.495
58205.46117,12.0992,0.0021,1.492
58205.46211,12.0889,0.0020,1.485
58205.46257,12.0923,0.0019,1.482
58205.46303,12.0836,0.0018,1.478
58205.46351,12.0876,0.0018,1.475
58205.46491,12.0920,0.0019,1.465
58205.46537,12.0968,0.0020,1.462
58205.46584,12.0918,0.0021,1.458
58205.46632,12.1000,0.0022,1.455
58205.46726,12.0939,0.0023,1.449
58205.46819,12.0850,0.0024,1.442
58205.46866,12.0807,0.0024,1.439
58205.46913,12.0964,0.0025,1.436
58205.46959,12.0914,0.0025,1.433
58205.47007,12.1020,0.0024,1.430
58205.47101,12.0896,0.0023,1.424
58205.47147,12.0948,0.0022,1.421
58205.47287,12.0906,0.0021,1.412
58205.47334,12.0896,0.0020,1.409
58205.47381,12.1062,0.0019,1.406
58205.47428,12.0871,0.0018,1.403
58205.47522,12.0919,0.0018,1.397
58205.47568,12.1001,0.0018,1.394
58205.47615,12.0928,0.0018,1.392
58205.47662,12.1052,0.0018,1.389
58205.47708,12.0978,0.0018,1.386
58205.47803,12.0993,0.0018,1.380
58205.47850,12.0911,0.0018,1.378
58205.47897,12.0880,0.0018,1.375
58205.47943,12.0923,0.0019,1.372
58205.47990,12.0894,0.0019,1.370
58205.48037,12.0965,0.0020,1.367
58205.48131,12.0833,0.0021,1.361
58205.48177,12.0902,0.0021,1.359
58205.48225,12.0950,0.0022,1.356
58205.48271,12.0947,0.0022,1.354
58205.48318,12.0887,0.0023,1.351
58205.48411,12.0987,0.0023,1.346
58205.48458,12.0821,0.0023,1.343
58205.48506,12.0952,0.0022,1.341
58205.48552,12.0908,0.0021,1.338
58205.48600,12.0820,0.0020,1.336
58205.48646,12.0912,0.0019,1.333
58205.48692,12.0922,0.0018,1.331
58205.48740,12.0839,0.0016,1.328
58205.48787,12.0906,0.0014,1.326
58205.48833,12.0985,0.0012,1.323
58205.48881,12.0934,0.0011,1.321
58205.48927,12.0930,0.0010,1.319
58205.48975,12.0926,0.0009,1.316
58205.49022,12.0926,0.0010,1.314
58205.49068,12.0969,0.0010,1.312
58205.49116,12.0902,0.0011,1.309
58205.49163,12.0958,0.0012,1.307
58205.49211,12.0975,0.0013,1.305
58205.49257,12.0844,0.0014,1.302
58205.49304,12.0931,0.0014,1.300
58205.49352,12.0976,0.0015,1.298
58205.49398,12.0867,0.0015,1.295
58205.49446,12.0993,0.0015,1.293
58205.49493,12.0844,0.0015,1.291
58205.49541,12.0923,0.0015,1.289
58205.49587,12.1028,0.0015,1.286
58205.49633,12.0998,0.0015,1.284
58205.49727,12.0898,0.0015,1.280
58205.49821,12.0946,0.0015,1.276
58205.49867,12.0955,0.0014,1.274
58205.49913,12.0913,0.0014,1.272
58205.49961,12.0949,0.0014,1.269
58205.50054,12.0890,0.0014,1.265
58205.50102,12.0934,0.0014,1.263
58205.50148,12.0917,0.0014,1.261
58205.50196,12.0934,0.0014,1.259
58205.50242,12.0984,0.0014,1.257
58205.50383,12.0915,0.0014,1.251
58205.50477,12.0993,0.0014,1.247
58205.50617,12.0941,0.0015,1.241
58205.50664,12.1014,0.0015,1.239
58205.50711,12.1032,0.0016,1.238
