MJD,V-mag,SE,air mass
57923.25448,11.9089,0.0021,1.359
57923.25495,11.9255,0.0021,1.356
57923.25544,11.9270,0.0020,1.354
57923.25591,11.9219,0.0020,1.351
57923.25639,11.9149,0.0020,1.348
57923.25687,11.9184,0.0020,1.346
57923.25735,11.9270,0.0020,1.343
57923.25784,11.9199,0.0020,1.340
57923.25830,11.9219,0.0020,1.338
57923.25878,11.9210,0.0020,1.335
57923.25927,11.9244,0.0020,1.333
57923.25975,11.9234,0.0020,1.330
57923.26023,11.9149,0.0019,1.328
57923.26071,11.9241,0.0019,1.325
57923.26118,11.9155,0.0018,1.323
57923.26167,11.9151,0.0017,1.320
57923.26214,11.9313,0.0016,1.318
57923.26262,11.9355,0.0016,1.315
57923.26310,11.9186,0.0015,1.313
57923.26358,11.9256,0.0015,1.311
57923.26406,11.9206,0.0015,1.308
57923.26454,11.9185,0.0015,1.306
57923.26502,11.9113,0.0015,1.304
57923.26550,11.9202,0.0015,1.301
57923.26598,11.9181,0.0015,1.299
57923.26646,11.9189,0.0015,1.297
57923.26694,11.9139,0.0016,1.294
57923.26742,11.9223,0.0016,1.292
57923.26789,11.9271,0.0016,1.290
57923.26837,11.9209,0.0017,1.287
57923.26884,11.9299,0.0017,1.285
57923.26933,11.9190,0.0017,1.283
57923.26980,11.9179,0.0017,1.281
57923.27029,11.9308,0.0017,1.279
57923.27078,11.9248,0.0016,1.276
57923.27125,11.9192,0.0016,1.274
57923.27172,11.9272,0.0016,1.272
57923.27220,11.9220,0.0015,1.270
57923.27267,11.9196,0.0015,1.268
57923.27316,11.9253,0.0015,1.266
57923.27363,11.9126,0.0016,1.264
57923.27412,11.9160,0.0016,1.261
57923.27459,11.9370,0.0017,1.259
57923.27508,11.9176,0.0018,1.257
57923.27556,11.9191,0.0018,1.255
57923.27604,11.9293,0.0019,1.253
57923.27652,11.9138,0.0020,1.251
57923.27700,11.9215,0.0021,1.249
57923.27748,11.9200,0.0022,1.247
57923.27796,11.9322,0.0023,1.245
57923.27844,11.9240,0.0024,1.243
57923.27891,11.9239,0.0025,1.241
57923.27940,11.9124,0.0025,1.239
57923.27987,11.9204,0.0025,1.237
57923.28036,11.9160,0.0024,1.235
57923.28083,11.9149,0.0024,1.234
57923.28132,11.9258,0.0022,1.232
57923.28179,11.9208,0.0021,1.230
57923.28228,11.9245,0.0020,1.228
57923.28275,11.9215,0.0018,1.226
57923.28323,11.9137,0.0017,1.224
57923.28372,11.9161,0.0016,1.222
57923.28419,11.9186,0.0017,1.220
57923.28468,11.9283,0.0017,1.219
57923.28515,11.9295,0.0019,1.217
57923.28563,11.9207,0.0021,1.215
57923.28610,11.9212,0.0023,1.213
57923.28659,11.9271,0.0024,1.211
57923.28707,11.9224,0.0025,1.210
57923.28755,11.9192,0.0026,1.208
57923.28803,11.9137,0.0027,1.206
57923.28851,11.9266,0.0027,1.204
57923.28899,11.9219,0.0027,1.203
57923.28947,11.9158,0.0027,1.201
57923.28995,11.9206,0.0026,1.199
57923.29044,11.9229,0.0025,1.198
57923.29091,11.9237,0.0025,1.196
57923.29140,11.9230,0.0024,1.194
57923.29188,11.9194,0.0024,1.193
57923.29236,11.9240,0.0024,1.191
57923.29284,11.9218,0.0023,1.189
57923.29332,11.9152,0.0023,1.188
57923.29380,11.9225,0.0023,1.186
57923.29427,11.9269,0.0022,1.185
57923.29476,11.9311,0.0022,1.183
57923.29523,11.9166,0.0021,1.181
57923.29572,11.9209,0.0021,1.180
57923.29619,11.9183,0.0020,1.178
57923.29668,11.9270,0.0020,1.177
57923.29715,11.9235,0.0020,1.175
57923.29763,11.9238,0.0020,1.174
57923.29811,11.9279,0.0019,1.172
57923.29860,11.9156,0.0019,1.171
57923.29907,11.9193,0.0019,1.169
57923.29956,11.9231,0.0018,1.168
57923.30003,11.9192,0.0018,1.166
57923.30051,11.9262,0.0017,1.165
57923.30100,11.9204,0.0017,1.163
57923.30148,11.9224,0.0016,1.162
57923.30197,11.9225,0.0016,1.160
57923.30244,11.9189,0.0015,1.159
57923.30293,11.9213,0.0015,1.157
57923.30341,11.9243,0.0014,1.156
57923.30390,11.9233,0.0014,1.155
57923.30437,11.9147,0.0015,1.153
57923.30485,11.9228,0.0015,1.152
57923.30534,11.9203,0.0016,1.150
57923.30581,11.9236,0.0017,1.149
57923.30630,11.9230,0.0018,1.148
57923.30677,11.9255,0.0019,1.146
57923.30726,11.9149,0.0021,1.145
57923.30773,11.9160,0.0022,1.144
57923.30822,11.9226,0.0022,1.142
57923.30869,11.9144,0.0023,1.141
57923.30917,11.9137,0.0023,1.140
57923.30965,11.9269,0.0023,1.138
57923.31014,11.9151,0.0023,1.137
57923.31061,11.9174,0.0022,1.136
57923.31110,11.9253,0.0021,1.135
57923.31157,11.9188,0.0020,1.133
57923.31206,11.9132,0.0019,1.132
57923.31253,11.9182,0.0018,1.131
57923.31302,11.9144,0.0016,1.130
57923.31350,11.9152,0.0015,1.128
57923.31397,11.9234,0.0014,1.127
57923.31446,11.9134,0.0013,1.126
57923.31493,11.9204,0.0012,1.125
57923.31542,11.9179,0.0011,1.124
57923.31590,11.9153,0.0011,1.122
57923.31638,11.9187,0.0012,1.121
57923.31686,11.9157,0.0013,1.120
57923.31734,11.9194,0.0014,1.119
57923.31782,11.9238,0.0015,1.118
57923.31830,11.9171,0.0016,1.117
57923.31878,11.9167,0.0016,1.116
57923.31926,11.9241,0.0016,1.114
57923.31975,11.9220,0.0016,1.113
57923.32023,11.9251,0.0016,1.112
57923.32071,11.9123,0.0016,1.111
57923.32119,11.9215,0.0016,1.110
57923.32167,11.9250,0.0016,1.109
57923.32214,11.9252,0.0017,1.108
57923.32262,11.9231,0.0018,1.107
57923.32310,11.9151,0.0019,1.106
57923.32359,11.9140,0.0020,1.105
57923.32406,11.9181,0.0021,1.104
57923.32455,11.9215,0.0022,1.103
57923.32502,11.9196,0.0023,1.102
57923.32550,11.9287,0.0023,1.101
57923.32598,11.9245,0.0023,1.100
57923.32647,11.9244,0.0022,1.099
57923.32694,11.9182,0.0021,1.098
57923.32743,11.9252,0.0020,1.097
57923.32791,11.9167,0.0019,1.096
57923.32839,11.9217,0.0017,1.095
57923.32887,11.9204,0.0017,1.094
57923.32935,11.9240,0.0016,1.093
57923.32984,11.9226,0.0016,1.092
57923.33031,11.9244,0.0016,1.091
57923.33079,11.9117,0.0017,1.090
57923.33127,11.9148,0.0017,1.089
57923.33175,11.9224,0.0017,1.088
57923.33223,11.9190,0.0017,1.087
57923.33271,11.9158,0.0016,1.086
57923.33319,11.9214,0.0016,1.086
57923.33367,11.9185,0.0016,1.085
57923.33414,11.9179,0.0015,1.084
57923.33463,11.9196,0.0015,1.083
57923.33510,11.9174,0.0014,1.082
57923.33559,11.9247,0.0014,1.081
57923.33606,11.9157,0.0014,1.080
57923.33654,11.9156,0.0014,1.080
57923.33703,11.9179,0.0015,1.079
57923.33751,11.9182,0.0015,1.078
57923.33799,11.9163,0.0016,1.077
57923.33846,11.9103,0.0017,1.076
57923.33894,11.9231,0.0017,1.075
57923.33942,11.9177,0.0017,1.075
57923.33990,11.9192,0.0018,1.074
57923.34038,11.9147,0.0018,1.073
57923.34086,11.9257,0.0018,1.072
57923.34134,11.9252,0.0019,1.072
57923.34182,11.9204,0.0019,1.071
57923.34230,11.9197,0.0019,1.070
57923.34279,11.9197,0.0019,1.069
57923.34326,11.9216,0.0019,1.069
57923.34375,11.9258,0.0018,1.068
57923.34424,11.9204,0.0018,1.067
57923.34471,11.9206,0.0018,1.066
57923.34520,11.9178,0.0017,1.066
57923.34567,11.9156,0.0016,1.065
57923.34616,11.9212,0.0016,1.064
57923.34663,11.9232,0.0015,1.064
57923.34712,11.9205,0.0015,1.063
57923.34759,11.9209,0.0015,1.062
57923.34808,11.9133,0.0015,1.061
57923.34855,11.9188,0.0016,1.061
57923.34903,11.9205,0.0016,1.060
57923.34951,11.9103,0.0016,1.060
57923.34999,11.9219,0.0016,1.059
57923.35047,11.9170,0.0017,1.058
57923.35095,11.9217,0.0017,1.058
57923.35144,11.9223,0.0017,1.057
57923.35191,11.9248,0.0017,1.056
57923.35240,11.9223,0.0017,1.056
57923.35287,11.9225,0.0017,1.055
57923.35336,11.9185,0.0017,1.055
57923.35384,11.9096,0.0018,1.054
57923.35432,11.9154,0.0018,1.053
57923.35479,11.9169,0.0019,1.053
57923.35528,11.9155,0.0019,1.052
57923.35575,11.9219,0.0019,1.052
57923.35624,11.9171,0.0019,1.051
57923.35672,11.9242,0.0019,1.051
57923.35720,11.9175,0.0019,1.050
57923.35769,11.9284,0.0019,1.049
57923.35816,11.9146,0.0019,1.049
57923.35865,11.9186,0.0018,1.048
57923.35912,11.9234,0.0018,1.048
57923.35961,11.9222,0.0018,1.047
57923.36008,11.9212,0.0017,1.047
57923.36057,11.9167,0.0017,1.046
57923.36104,11.9214,0.0017,1.046
57923.36153,11.9159,0.0016,1.045
57923.36201,11.9154,0.0016,1.045
57923.36249,11.9129,0.0015,1.044
57923.36297,11.9166,0.0015,1.044
57923.36346,11.9169,0.0015,1.044
57923.36394,11.9201,0.0015,1.043
57923.36442,11.9186,0.0015,1.043
57923.36490,11.9229,0.0015,1.042
57923.36538,11.9174,0.0015,1.042
57923.36586,11.9221,0.0015,1.041
57923.36634,11.9192,0.0015,1.041
57923.36682,11.9233,0.0015,1.040
57923.36730,11.9242,0.0015,1.040
57923.36778,11.9163,0.0015,1.040
57923.36825,11.9159,0.0014,1.039
57923.36873,11.9161,0.0014,1.039
57923.36920,11.9239,0.0013,1.038
57923.36968,11.9182,0.0012,1.038
57923.37016,11.9162,0.0011,1.038
57923.37064,11.9157,0.0011,1.037
57923.37112,11.9214,0.0010,1.037
57923.37160,11.9186,0.0010,1.037
57923.37207,11.9235,0.0009,1.036
57923.37256,11.9152,0.0009,1.036
57923.37303,11.9149,0.0009,1.036
57923.37351,11.9127,0.0009,1.035
57923.37399,11.9228,0.0010,1.035
57923.37447,11.9176,0.0010,1.035
57923.37495,11.9166,0.0010,1.034
57923.37543,11.9205,0.0011,1.034
57923.37591,11.9305,0.0011,1.034
57923.37640,11.9156,0.0012,1.033
57923.37688,11.9161,0.0012,1.033
57923.37736,11.9212,0.0013,1.033
57923.37784,11.9222,0.0014,1.033
57923.37832,11.9173,0.0015,1.032
57923.37880,11.9243,0.0016,1.032
57923.37928,11.9206,0.0016,1.032
57923.37976,11.9119,0.0017,1.032
57923.38024,11.9149,0.0018,1.031
57923.38072,11.9192,0.0019,1.031
57923.38119,11.9236,0.0019,1.031
57923.38168,11.9200,0.0020,1.031
57923.38215,11.9150,0.0020,1.030
57923.38263,11.9179,0.0020,1.030
57923.38311,11.9195,0.0021,1.030
57923.38359,11.9232,0.0021,1.030
57923.38407,11.9208,0.0022,1.030
57923.38455,11.9181,0.0022,1.029
57923.38503,11.9212,0.0023,1.029
57923.38551,11.9186,0.0024,1.029
57923.38600,11.9169,0.0024,1.029
57923.38647,11.9207,0.0024,1.029
57923.38696,11.9238,0.0024,1.028
57923.38744,11.9168,0.0024,1.028
57923.38792,11.9175,0.0023,1.028
57923.38840,11.9163,0.0021,1.028
57923.38889,11.9133,0.0020,1.028
57923.38936,11.9127,0.0018,1.028
57923.38985,11.9073,0.0017,1.028
57923.39032,11.9250,0.0016,1.028
57923.39081,11.9241,0.0015,1.027
57923.39128,11.9147,0.0015,1.027
57923.39176,11.9152,0.0015,1.027
57923.39225,11.9105,0.0015,1.027
57923.39272,11.9200,0.0016,1.027
57923.39321,11.9217,0.0017,1.027
57923.39368,11.9136,0.0018,1.027
57923.39417,11.9208,0.0018,1.027
57923.39464,11.9193,0.0018,1.027
57923.39513,11.9178,0.0019,1.027
57923.39561,11.9196,0.0019,1.027
57923.39609,11.9204,0.0019,1.027
57923.39657,11.9233,0.0019,1.026
57923.39705,11.9185,0.0019,1.026
57923.39752,11.9181,0.0019,1.026
57923.39801,11.9164,0.0020,1.026
57923.39848,11.9206,0.0020,1.026
57923.39896,11.9195,0.0020,1.026
57923.39944,11.9290,0.0020,1.026
57923.39992,11.9210,0.0021,1.026
57923.40041,11.9217,0.0021,1.026
57923.40088,11.9138,0.0021,1.026
57923.40137,11.9153,0.0021,1.026
57923.40184,11.9093,0.0021,1.026
57923.40233,11.9156,0.0020,1.026
57923.40280,11.9192,0.0020,1.026
57923.40328,11.9249,0.0019,1.026
57923.40376,11.9229,0.0019,1.027
57923.40425,11.9216,0.0019,1.027
57923.40472,11.9193,0.0019,1.027
57923.40520,11.9207,0.0019,1.027
57923.40567,11.9241,0.0019,1.027
57923.40615,11.9137,0.0019,1.027
57923.40663,11.9232,0.0019,1.027
57923.40711,11.9171,0.0020,1.027
57923.40758,11.9188,0.0020,1.027
57923.40807,11.9166,0.0020,1.027
57923.40854,11.9182,0.0020,1.027
57923.40903,11.9157,0.0019,1.027
57923.40950,11.9226,0.0019,1.027
57923.40999,11.9214,0.0018,1.028
57923.41046,11.9118,0.0017,1.028
57923.41095,11.9232,0.0016,1.028
57923.41142,11.9206,0.0015,1.028
57923.41191,11.9232,0.0014,1.028
57923.41240,11.9206,0.0013,1.028
57923.41288,11.9258,0.0013,1.028
57923.41336,11.9135,0.0012,1.029
57923.41383,11.9213,0.0012,1.029
57923.41432,11.9255,0.0012,1.029
57923.41480,11.9179,0.0012,1.029
57923.41528,11.9172,0.0011,1.029
57923.41576,11.9101,0.0011,1.029
57923.41624,11.9193,0.0011,1.030
57923.41672,11.9222,0.0011,1.030
57923.41720,11.9219,0.0011,1.030
57923.41769,11.9211,0.0012,1.030
57923.41816,11.9117,0.0013,1.031
57923.41865,11.9155,0.0014,1.031
57923.41913,11.9207,0.0016,1.031
57923.41961,11.9119,0.0017,1.031
57923.42008,11.9182,0.0019,1.031
57923.42057,11.9230,0.0020,1.032
57923.42104,11.9200,0.0021,1.032
57923.42152,11.9162,0.0021,1.032
57923.42200,11.9118,0.0022,1.033
57923.42247,11.9196,0.0022,1.033
57923.42295,11.9127,0.0022,1.033
57923.42344,11.9207,0.0022,1.033
57923.42391,11.9201,0.0021,1.034
57923.42440,11.9225,0.0021,1.034
57923.42488,11.9205,0.0020,1.034
57923.42536,11.9137,0.0019,1.035
57923.42584,11.9133,0.0019,1.035
57923.42633,11.9201,0.0018,1.035
57923.42681,11.9147,0.0018,1.036
57923.42729,11.9235,0.0018,1.036
57923.42777,11.9222,0.0018,1.036
57923.42824,11.9273,0.0018,1.037
57923.42873,11.9183,0.0018,1.037
57923.42920,11.9206,0.0018,1.037
57923.42969,11.9200,0.0018,1.038
57923.43016,11.9195,0.0018,1.038
57923.43065,11.9278,0.0018,1.038
57923.43112,11.9154,0.0019,1.039
57923.43161,11.9210,0.0019,1.039
57923.43208,11.9159,0.0019,1.040
57923.43256,11.9232,0.0019,1.040
57923.43304,11.9231,0.0019,1.040
57923.43352,11.9191,0.0019,1.041
57923.43400,11.9168,0.0019,1.041
57923.43449,11.9178,0.0018,1.042
57923.43497,11.9173,0.0018,1.042
57923.43545,11.9184,0.0018,1.043
57923.43593,11.9224,0.0017,1.043
57923.43641,11.9181,0.0016,1.043
57923.43689,11.9226,0.0015,1.044
57923.43737,11.9147,0.0015,1.044
57923.43785,11.9195,0.0014,1.045
57923.43833,11.9123,0.0013,1.045
57923.43881,11.9211,0.0013,1.046
57923.43929,11.9128,0.0012,1.046
57923.43978,11.9206,0.0012,1.047
57923.44025,11.9185,0.0012,1.047
57923.44074,11.9200,0.0011,1.048
57923.44122,11.9099,0.0011,1.048
57923.44170,11.9196,0.0012,1.049
57923.44218,11.9195,0.0012,1.049
57923.44266,11.9171,0.0013,1.050
57923.44314,11.9200,0.0013,1.050
57923.44361,11.9182,0.0014,1.051
57923.44410,11.9228,0.0014,1.052
57923.44457,11.9139,0.0015,1.052
57923.44505,11.9221,0.0015,1.053
57923.44552,11.9191,0.0016,1.053
57923.44601,11.9195,0.0016,1.054
57923.44648,11.9062,0.0016,1.054
57923.44697,11.9232,0.0016,1.055
57923.44744,11.9194,0.0016,1.056
57923.44793,11.9190,0.0016,1.056
57923.44841,11.9188,0.0016,1.057
57923.44889,11.9223,0.0015,1.057
57923.44936,11.9178,0.0015,1.058
57923.44985,11.9239,0.0015,1.059
57923.45032,11.9110,0.0015,1.059
57923.45081,11.9191,0.0015,1.060
57923.45131,11.9190,0.0016,1.061
57923.45178,11.9170,0.0016,1.061
57923.45227,11.9186,0.0017,1.062
57923.45274,11.9202,0.0017,1.063
57923.45323,11.9144,0.0018,1.063
57923.45370,11.9196,0.0018,1.064
57923.45418,11.9141,0.0018,1.065
57923.45466,11.9206,0.0018,1.065
57923.45515,11.9252,0.0018,1.066
57923.45562,11.9179,0.0017,1.067
57923.45611,11.9128,0.0017,1.068
57923.45659,11.9136,0.0017,1.068
57923.45707,11.9151,0.0016,1.069
57923.45755,11.9240,0.0016,1.070
57923.45802,11.9209,0.0015,1.071
57923.45851,11.9208,0.0015,1.071
57923.45898,11.9143,0.0014,1.072
57923.45947,11.9080,0.0014,1.073
57923.45994,11.9161,0.0014,1.074
57923.46043,11.9124,0.0014,1.074
57923.46090,11.9097,0.0016,1.075
57923.46139,11.9085,0.0018,1.076
57923.46188,11.9128,0.0020,1.077
57923.46235,11.9122,0.0023,1.078
57923.46284,11.9214,0.0025,1.078
57923.46332,11.9217,0.0027,1.079
57923.46380,11.9158,0.0029,1.080
57923.46428,11.9201,0.0031,1.081
57923.46476,11.9174,0.0032,1.082
57923.46524,11.9266,0.0032,1.083
57923.46572,11.9184,0.0032,1.084
57923.46620,11.9027,0.0032,1.084
57923.46669,11.9213,0.0030,1.085
57923.46716,11.9134,0.0029,1.086
57923.46765,11.9169,0.0028,1.087
57923.46813,11.9198,0.0027,1.088
57923.46860,11.9190,0.0026,1.089
57923.46909,11.9152,0.0026,1.090
57923.46957,11.9217,0.0025,1.091
57923.47005,11.9168,0.0024,1.092
57923.47053,11.9156,0.0023,1.093
57923.47148,11.9214,0.0022,1.095
57923.47197,11.9156,0.0020,1.096
57923.47244,11.9187,0.0035,1.096
57924.14699,11.9507,0.0071,2.764
57924.14745,11.8888,0.0072,2.750
57924.14792,11.9184,0.0072,2.737
57924.14897,11.9037,0.0062,2.707
57924.14943,11.9219,0.0066,2.694
57924.14991,11.9233,0.0069,2.681
57924.15037,11.9024,0.0072,2.668
57924.15084,11.9056,0.0072,2.655
57924.15132,11.8918,0.0071,2.643
57924.15178,11.9038,0.0069,2.630
57924.15226,11.9215,0.0067,2.618
57924.15272,11.9167,0.0064,2.606
57924.15318,11.9206,0.0061,2.594
57924.15366,11.8817,0.0059,2.581
57924.15412,11.9152,0.0056,2.570
57924.15459,11.9347,0.0053,2.558
57924.15507,11.8674,0.0052,2.546
57924.15553,11.8795,0.0051,2.534
57924.15600,11.9127,0.0051,2.523
57924.15647,11.8939,0.0051,2.512
57924.15693,11.9071,0.0051,2.500
57924.15740,11.9019,0.0050,2.489
57924.15787,11.9017,0.0049,2.478
57924.15833,11.9021,0.0049,2.467
57924.15880,11.8931,0.0048,2.457
57924.15927,11.8849,0.0049,2.446
57924.15973,11.8979,0.0049,2.435
57924.16020,11.9061,0.0050,2.425
57924.16067,11.8947,0.0050,2.414
57924.16113,11.8824,0.0051,2.404
57924.16160,11.8977,0.0051,2.394
57924.16207,11.9135,0.0052,2.383
57924.16253,11.9331,0.0053,2.373
57924.16301,11.9098,0.0053,2.363
57924.16347,11.9267,0.0054,2.353
57924.16394,11.9009,0.0055,2.344
57924.16440,11.9479,0.0056,2.334
57924.16487,11.9203,0.0056,2.324
57924.16534,11.9272,0.0056,2.315
57924.16580,11.9134,0.0055,2.305
57924.16627,11.9080,0.0054,2.296
57924.16674,11.9223,0.0054,2.286
57924.16720,11.9312,0.0053,2.277
57924.16767,11.9285,0.0052,2.268
57924.16814,11.9158,0.0052,2.259
57924.16866,11.9053,0.0051,2.249
57924.16913,11.9173,0.0051,2.240
57924.16959,11.9016,0.0050,2.231
57924.17006,11.8759,0.0051,2.222
57924.17053,11.8997,0.0051,2.213
57924.17100,11.8923,0.0051,2.205
57924.17147,11.9239,0.0052,2.196
57924.17193,11.9314,0.0053,2.188
57924.17241,11.9019,0.0054,2.179
57924.17287,11.9208,0.0055,2.171
57924.17334,11.8825,0.0056,2.162
57924.17381,11.9014,0.0057,2.154
57924.17428,11.9145,0.0058,2.146
57924.17475,11.9140,0.0059,2.138
57924.17522,11.9212,0.0060,2.130
57924.17568,11.8898,0.0061,2.122
57924.17615,11.9105,0.0060,2.114
57924.17662,11.9073,0.0059,2.106
57924.17708,11.9282,0.0057,2.098
57924.17756,11.9239,0.0054,2.090
57924.17802,11.9031,0.0052,2.083
57924.17848,11.8973,0.0050,2.075
57924.17896,11.9132,0.0047,2.067
57924.17943,11.9042,0.0045,2.060
57924.17990,11.9115,0.0043,2.052
57924.18036,11.9128,0.0042,2.045
57924.18083,11.9115,0.0043,2.038
57924.18130,11.9064,0.0044,2.031
57924.18176,11.8931,0.0046,2.023
57924.18223,11.9004,0.0049,2.016
57924.18270,11.9076,0.0052,2.009
57924.18317,11.9333,0.0055,2.002
57924.18365,11.9057,0.0058,1.995
57924.18412,11.9168,0.0060,1.988
57924.18458,11.9117,0.0060,1.981
57924.18505,11.9239,0.0061,1.974
57924.18558,11.8924,0.0060,1.967
57924.18604,11.9262,0.0060,1.960
57924.18650,11.8905,0.0059,1.953
57924.18698,11.9046,0.0058,1.947
57924.18744,11.9267,0.0056,1.940
57924.18792,11.9303,0.0055,1.934
57924.18838,11.9138,0.0054,1.927
57924.18884,11.9222,0.0052,1.921
57924.18932,11.9227,0.0051,1.914
57924.18978,11.9173,0.0049,1.908
57924.19024,11.8954,0.0048,1.902
57924.19072,11.9221,0.0047,1.895
57924.19118,11.8820,0.0045,1.889
57924.19164,11.9098,0.0045,1.883
57924.19212,11.9173,0.0044,1.877
57924.19258,11.9258,0.0044,1.871
57924.19304,11.9122,0.0044,1.865
57924.19352,11.9181,0.0044,1.859
57924.19403,11.9168,0.0044,1.853
57924.19449,11.9192,0.0044,1.847
57924.19497,11.8989,0.0044,1.841
57924.19543,11.8942,0.0043,1.835
57924.19589,11.9111,0.0043,1.829
57924.19642,11.9148,0.0043,1.823
57924.19689,11.8915,0.0044,1.817
57924.19735,11.9153,0.0043,1.812
57924.19782,11.9380,0.0044,1.806
57924.19829,11.9026,0.0044,1.801
57924.19876,11.8950,0.0046,1.795
57924.19922,11.9064,0.0047,1.790
57924.19969,11.9100,0.0049,1.784
57924.20016,11.9025,0.0052,1.779
57924.20067,11.9188,0.0055,1.773
57924.20113,11.9048,0.0058,1.768
57924.20161,11.9385,0.0061,1.762
57924.20208,11.9148,0.0063,1.757
57924.20255,11.9022,0.0066,1.752
57924.20301,11.8881,0.0067,1.747
57924.20347,11.9418,0.0068,1.742
57924.20394,11.9022,0.0068,1.737
57924.20441,11.9377,0.0068,1.731
57924.20487,11.9030,0.0066,1.726
57924.20534,11.8925,0.0065,1.722
57924.20581,11.8998,0.0063,1.717
57924.20627,11.9126,0.0062,1.712
57924.20675,11.9189,0.0061,1.707
57924.20721,11.9021,0.0060,1.702
57924.20773,11.9224,0.0058,1.697
57924.20821,11.9053,0.0056,1.692
57924.20867,11.9118,0.0055,1.687
57924.20913,11.9179,0.0053,1.682
57924.20959,11.8996,0.0052,1.678
57924.21007,11.9107,0.0050,1.673
57924.21053,11.9078,0.0048,1.668
57924.21100,11.9146,0.0046,1.664
57924.21146,11.8982,0.0044,1.659
57924.21193,11.9399,0.0042,1.655
57924.21240,11.9209,0.0041,1.650
57924.21286,11.8920,0.0040,1.646
57924.21333,11.9178,0.0041,1.641
57924.21380,11.9076,0.0043,1.637
57924.21426,11.9034,0.0048,1.633
57924.21472,11.8978,0.0053,1.628
57924.21567,11.9018,0.0060,1.620
57924.21613,11.8949,0.0067,1.615
57924.21661,11.9069,0.0071,1.611
57924.21707,11.9004,0.0074,1.607
57924.21755,11.9087,0.0077,1.603
57924.21801,11.9018,0.0077,1.598
57924.21848,11.9258,0.0076,1.594
57924.21895,11.9048,0.0074,1.590
57924.21941,11.9197,0.0070,1.586
57924.21987,11.8803,0.0065,1.582
57924.22035,11.9096,0.0060,1.578
57924.22081,11.9012,0.0053,1.574
57924.22128,11.9105,0.0048,1.570
57924.22175,11.8978,0.0044,1.566
57924.22221,11.9181,0.0040,1.562
57924.22269,11.9311,0.0037,1.558
57924.22315,11.9157,0.0034,1.554
57924.22362,11.9011,0.0032,1.551
57924.22409,11.9061,0.0031,1.547
57924.22456,11.8985,0.0030,1.543
57924.22503,11.9101,0.0030,1.539
57924.22550,11.9131,0.0031,1.535
57924.22596,11.9248,0.0032,1.532
57924.22644,11.9152,0.0033,1.528
57924.22690,11.9171,0.0034,1.524
57924.22737,11.9156,0.0035,1.521
57924.22784,11.9116,0.0036,1.517
57924.22830,11.9154,0.0037,1.513
57924.22876,11.9089,0.0038,1.510
57924.22924,11.9026,0.0038,1.506
57924.24060,11.9040,0.0038,1.426
57924.24108,11.9172,0.0038,1.423
57924.24154,11.8888,0.0037,1.420
57924.24201,11.9210,0.0037,1.417
57924.24248,11.9128,0.0037,1.414
57924.24295,11.9130,0.0036,1.411
57924.24341,11.9206,0.0036,1.408
57924.24389,11.9119,0.0035,1.405
57924.24440,11.8993,0.0036,1.402
57924.24487,11.9184,0.0037,1.399
57924.24534,11.9128,0.0038,1.396
57924.24581,11.9085,0.0041,1.394
57924.24627,11.9116,0.0043,1.391
57924.24674,11.9287,0.0046,1.388
57924.24721,11.9032,0.0049,1.385
57924.24767,11.9026,0.0053,1.382
57924.24814,11.9047,0.0057,1.380
57924.24860,11.9116,0.0062,1.377
57924.24907,11.9066,0.0067,1.374
57924.24954,11.9151,0.0073,1.371
57924.25000,11.9036,0.0078,1.369
57924.25047,11.9078,0.0082,1.366
57924.25094,11.9011,0.0085,1.363
57924.25140,11.9285,0.0088,1.361
57924.25192,11.8936,0.0089,1.358
57924.25296,11.9226,0.0090,1.352
57924.25344,11.8976,0.0090,1.349
57924.25390,11.9199,0.0089,1.347
57924.25436,11.9147,0.0089,1.344
57924.25483,11.9096,0.0089,1.342
57924.25529,11.9239,0.0089,1.339
57924.25576,11.9119,0.0088,1.337
57924.25623,11.9120,0.0086,1.334
57924.25670,11.9018,0.0084,1.332
57924.25722,11.9077,0.0082,1.329
57924.25769,11.8991,0.0080,1.327
57924.25815,11.9239,0.0077,1.324
57924.25862,11.9323,0.0074,1.322
57924.25909,11.9109,0.0070,1.320
57924.25956,11.9105,0.0066,1.317
57924.26003,11.9160,0.0062,1.315
57924.26050,11.9008,0.0060,1.312
57924.26096,11.9168,0.0057,1.310
57924.26142,11.9067,0.0056,1.308
57924.26189,11.8989,0.0055,1.305
57924.27008,11.8966,0.0053,1.267
57924.27054,11.8951,0.0052,1.265
57924.27102,11.8868,0.0050,1.263
57924.27148,11.8868,0.0048,1.261
57924.27194,11.9124,0.0046,1.259
57924.27241,11.9062,0.0043,1.257
57924.27287,11.9054,0.0040,1.255
57924.27334,11.9274,0.0037,1.253
57924.27382,11.9116,0.0034,1.251
57924.27428,11.8967,0.0032,1.249
57924.27475,11.9151,0.0030,1.247
57924.27521,11.9044,0.0030,1.245
57924.27567,11.9040,0.0030,1.243
57924.27615,11.9205,0.0031,1.241
57924.27661,11.9110,0.0032,1.240
57924.27707,11.9123,0.0033,1.238
57924.27753,11.9052,0.0035,1.236
57924.27801,11.9265,0.0036,1.234
57924.27847,11.9185,0.0037,1.232
57924.27895,11.9044,0.0038,1.230
57924.27942,11.9013,0.0038,1.228
57924.27988,11.9174,0.0038,1.227
57924.28041,11.9193,0.0037,1.225
57924.28087,11.9017,0.0035,1.223
57924.28134,11.9201,0.0034,1.221
57924.28181,11.9032,0.0032,1.219
