MJD,V-mag,SE,air mass
57941.38757,11.9103,0.0017,1.044
57941.38804,11.9076,0.0017,1.044
57941.38853,11.9105,0.0017,1.045
57941.38902,11.9090,0.0017,1.045
57941.38949,11.9056,0.0017,1.046
57941.38998,11.9094,0.0018,1.046
57941.39045,11.9104,0.0018,1.047
57941.39094,11.9066,0.0019,1.047
57941.39142,11.9108,0.0019,1.048
57941.39190,11.9168,0.0020,1.048
57941.39238,11.9107,0.0020,1.049
57941.39286,11.9074,0.0020,1.049
57941.39334,11.9098,0.0020,1.050
57941.39382,11.9069,0.0020,1.050
57941.39431,11.9087,0.0020,1.051
57941.39478,11.9018,0.0020,1.051
57941.39527,11.9094,0.0020,1.052
57941.39574,11.9080,0.0020,1.052
57941.39623,11.9146,0.0019,1.053
57941.39671,11.9042,0.0019,1.054
57941.39720,11.9086,0.0020,1.054
57941.39767,11.8947,0.0020,1.055
57941.39815,11.9074,0.0020,1.055
57941.39862,11.9062,0.0020,1.056
57941.39911,11.9112,0.0021,1.057
57941.39959,11.9044,0.0021,1.057
57941.40007,11.9098,0.0021,1.058
57941.40056,11.9064,0.0021,1.059
57941.40103,11.9105,0.0021,1.059
57941.40152,11.9116,0.0021,1.060
57941.40199,11.9094,0.0020,1.060
57941.40247,11.9126,0.0019,1.061
57941.40295,11.9112,0.0019,1.062
57941.40344,11.9125,0.0018,1.062
57941.40391,11.9106,0.0017,1.063
57941.40440,11.9184,0.0016,1.064
57941.40487,11.9065,0.0015,1.065
57941.40535,11.9092,0.0015,1.065
57941.40583,11.9117,0.0015,1.066
57941.40631,11.9000,0.0015,1.067
57941.40679,11.9083,0.0015,1.067
57941.40728,11.9098,0.0015,1.068
57941.40775,11.9025,0.0015,1.069
57941.40824,11.9077,0.0017,1.070
57941.40873,11.9094,0.0018,1.070
57941.40920,11.9105,0.0020,1.071
57941.40968,11.9096,0.0022,1.072
57941.41016,11.9038,0.0023,1.073
57941.41065,11.9116,0.0024,1.073
57941.41112,11.9096,0.0026,1.074
57941.41161,11.9107,0.0027,1.075
57941.41208,11.9119,0.0028,1.076
57941.41256,11.9097,0.0028,1.077
57941.41304,11.9053,0.0028,1.077
57941.41352,11.9002,0.0029,1.078
57941.41400,11.9046,0.0029,1.079
57941.41448,11.9027,0.0029,1.080
57941.41497,11.9087,0.0030,1.081
57941.41544,11.9091,0.0030,1.082
57941.41591,11.9111,0.0031,1.082
57941.41640,11.9073,0.0031,1.083
57941.41689,11.9061,0.0031,1.084
57941.41736,11.9044,0.0030,1.085
57941.41784,11.9075,0.0030,1.086
57941.41831,11.9071,0.0029,1.087
57941.41880,11.9084,0.0028,1.088
57941.41927,11.9037,0.0027,1.089
57941.41976,11.9169,0.0026,1.090
57941.42024,11.9059,0.0025,1.090
57941.42072,11.9135,0.0023,1.091
57941.42120,11.9099,0.0022,1.092
57941.42168,11.9106,0.0022,1.093
57941.42216,11.9067,0.0021,1.094
57941.42264,11.9111,0.0020,1.095
57941.42313,11.9087,0.0020,1.096
57941.42361,11.9099,0.0019,1.097
57941.42407,11.9100,0.0018,1.098
57941.42456,11.9093,0.0017,1.099
57941.42503,11.9105,0.0017,1.100
57941.42552,11.9128,0.0016,1.101
57941.42601,11.9087,0.0015,1.102
57941.42648,11.9060,0.0015,1.103
57941.42697,11.9123,0.0016,1.104
57941.42745,11.8944,0.0017,1.105
57941.42793,11.9125,0.0018,1.106
57941.42841,11.9047,0.0020,1.107
57941.42889,11.9087,0.0021,1.108
57941.42936,11.9038,0.0023,1.109
57941.42985,11.9148,0.0023,1.111
57941.43034,11.9036,0.0024,1.112
57941.43081,11.9047,0.0024,1.113
57941.43130,11.9096,0.0024,1.114
57941.43177,11.9135,0.0024,1.115
57941.43225,11.9131,0.0023,1.116
57941.43272,11.8996,0.0023,1.117
57941.43321,11.9084,0.0022,1.118
57941.43368,11.9102,0.0021,1.119
57941.43417,11.9138,0.0020,1.121
57941.43463,11.9106,0.0019,1.122
57941.43512,11.9075,0.0019,1.123
57941.43560,11.9098,0.0019,1.124
57941.43608,11.9055,0.0019,1.125
57941.43656,11.9044,0.0018,1.127
57941.43704,11.9130,0.0018,1.128
57941.43752,11.9080,0.0018,1.129
57941.43800,11.9062,0.0018,1.130
57941.43847,11.9048,0.0019,1.131
57941.43896,11.9090,0.0019,1.133
57941.43944,11.9081,0.0019,1.134
57941.43992,11.9105,0.0020,1.135
57941.44565,11.9125,0.0021,1.151
57941.44613,11.9052,0.0022,1.152
57941.44709,11.9101,0.0023,1.155
57941.44757,11.9076,0.0023,1.156
57941.44806,11.9097,0.0024,1.158
57941.44949,11.9038,0.0023,1.162
57941.45140,11.9088,0.0023,1.168
57941.45189,11.9115,0.0022,1.169
57941.45236,11.9022,0.0022,1.171
57941.45332,11.9086,0.0021,1.174
57941.45380,11.9126,0.0020,1.176
57941.45428,11.8984,0.0018,1.177
57941.45476,11.9035,0.0017,1.179
57941.45523,11.9146,0.0017,1.180
57941.45668,11.9065,0.0017,1.185
57941.45715,11.9104,0.0017,1.187
57941.45764,11.9075,0.0018,1.188
57941.45811,11.9062,0.0019,1.190
57941.45859,11.9085,0.0019,1.191
57941.45907,11.9104,0.0020,1.193
57941.45955,11.9071,0.0021,1.195
57941.46003,11.9092,0.0021,1.196
57941.46051,11.9067,0.0021,1.198
57941.46100,11.9003,0.0021,1.200
57941.46147,11.9092,0.0020,1.201
57941.46194,11.9050,0.0020,1.203
57941.46243,11.9156,0.0020,1.205
57941.46291,11.9131,0.0020,1.207
57941.46339,11.9030,0.0020,1.208
57941.46387,11.9056,0.0020,1.210
57941.46435,11.9079,0.0020,1.212
57941.46483,11.9040,0.0020,1.214
57941.46530,11.9177,0.0020,1.215
57941.46579,11.9099,0.0020,1.217
57941.46626,11.9059,0.0019,1.219
57941.46675,11.9059,0.0018,1.221
57941.46722,11.9060,0.0018,1.223
57941.46771,11.9084,0.0017,1.225
57941.46818,11.8982,0.0016,1.226
57941.46867,11.9112,0.0016,1.228
57941.46914,11.8996,0.0016,1.230
57941.46963,11.9150,0.0017,1.232
57941.47010,11.9041,0.0017,1.234
57941.47059,11.9069,0.0018,1.236
57941.47106,11.9004,0.0018,1.238
57941.47154,11.9070,0.0019,1.240
57941.47203,11.9109,0.0019,1.242
57941.47250,11.9096,0.0020,1.244
57941.47299,11.9064,0.0020,1.246
57941.47346,11.9125,0.0020,1.248
57941.47395,11.9150,0.0019,1.250
57941.47442,11.9030,0.0019,1.252
57941.47491,11.9114,0.0018,1.254
57941.47538,11.9049,0.0017,1.256
57941.47587,11.9138,0.0015,1.258
57941.47634,11.9066,0.0014,1.260
57941.47683,11.9129,0.0029,1.262
57942.13758,11.9172,0.0032,1.950
57942.13807,11.9140,0.0032,1.943
57942.13855,11.9192,0.0032,1.937
57942.13903,11.9125,0.0021,1.930
57942.13949,11.9242,0.0024,1.924
57942.13997,11.9040,0.0026,1.917
57942.14044,11.9124,0.0028,1.911
57942.14091,11.9106,0.0029,1.904
57942.14140,11.9077,0.0030,1.898
57942.14186,11.9176,0.0031,1.892
57942.14234,11.9153,0.0032,1.885
57942.14281,11.8964,0.0032,1.879
57942.14329,11.9113,0.0033,1.873
57942.14376,11.9161,0.0033,1.867
57942.14424,11.9141,0.0033,1.861
57942.14472,11.9173,0.0033,1.855
57942.14519,11.9230,0.0033,1.849
57942.14567,11.9202,0.0033,1.843
57942.14615,11.9188,0.0032,1.837
57942.14662,11.9141,0.0031,1.831
57942.14709,11.9254,0.0031,1.825
57942.14758,11.9162,0.0031,1.819
57942.14806,11.9098,0.0032,1.814
57942.14853,11.9113,0.0032,1.808
57942.14902,11.9081,0.0033,1.802
57942.14949,11.9106,0.0034,1.796
57942.14995,11.9046,0.0034,1.791
57942.15044,11.9090,0.0034,1.785
57942.15091,11.9264,0.0034,1.780
57942.15139,11.9083,0.0033,1.774
57942.15186,11.9030,0.0032,1.769
57942.15234,11.9186,0.0030,1.764
57942.15282,11.9102,0.0028,1.758
57942.15330,11.9239,0.0025,1.753
57942.15377,11.9240,0.0024,1.748
57942.15425,11.9072,0.0023,1.742
57942.15473,11.9139,0.0022,1.737
57942.15521,11.9167,0.0022,1.732
57942.15569,11.9130,0.0023,1.727
57942.15617,11.9066,0.0024,1.722
57942.15664,11.9102,0.0026,1.717
57942.15711,11.8967,0.0027,1.712
57942.15759,11.9008,0.0029,1.707
57942.15807,11.9039,0.0030,1.702
57942.15854,11.9137,0.0032,1.697
57942.15902,11.9134,0.0033,1.692
57942.15949,11.9042,0.0033,1.687
57942.15998,11.9232,0.0033,1.682
57942.16045,11.9069,0.0032,1.678
57942.16219,11.9132,0.0032,1.660
57942.16267,11.9172,0.0031,1.656
57942.16315,11.9203,0.0030,1.651
57942.16363,11.9228,0.0029,1.647
57942.16411,11.9138,0.0028,1.642
57942.16457,11.8996,0.0027,1.638
57942.16506,11.9015,0.0027,1.633
57942.16553,11.8987,0.0027,1.629
57942.16601,11.9098,0.0028,1.624
57942.16649,11.9170,0.0028,1.620
57942.16697,11.9031,0.0029,1.615
57942.16744,11.9034,0.0029,1.611
57942.17132,11.9246,0.0029,1.577
57942.17227,11.9135,0.0029,1.569
57942.17274,11.9032,0.0029,1.565
57942.17322,11.9080,0.0029,1.561
57942.17369,11.9087,0.0028,1.557
57942.17417,11.9061,0.0028,1.553
57942.17464,11.9103,0.0027,1.549
57942.17512,11.8963,0.0027,1.545
57942.17559,11.9148,0.0026,1.542
57942.17608,11.9178,0.0027,1.538
57942.17655,11.9114,0.0027,1.534
57942.17703,11.9065,0.0027,1.530
57942.17750,11.9238,0.0026,1.526
57942.17797,11.9111,0.0025,1.523
57942.17847,11.9151,0.0024,1.519
57942.17895,11.9060,0.0024,1.515
57942.17942,11.9221,0.0023,1.511
57942.17991,11.9062,0.0023,1.508
57942.18038,11.9152,0.0022,1.504
57942.18086,11.9113,0.0022,1.501
57942.18133,11.9303,0.0022,1.497
57942.18181,11.9172,0.0022,1.493
57942.18228,11.9161,0.0021,1.490
57942.18275,11.9190,0.0022,1.486
57942.18324,11.9008,0.0022,1.483
57942.18372,11.9212,0.0022,1.479
57942.18420,11.9074,0.0022,1.476
57942.18468,11.8938,0.0022,1.473
57942.18516,11.9034,0.0022,1.469
57942.18564,11.9142,0.0022,1.466
57942.18611,11.9067,0.0023,1.462
57942.18659,11.9145,0.0024,1.459
57942.18706,11.9053,0.0024,1.456
57942.18753,11.9121,0.0025,1.453
57942.18802,11.9006,0.0026,1.449
57942.18850,11.9084,0.0027,1.446
57942.18898,11.9069,0.0029,1.443
57942.18946,11.9052,0.0030,1.440
57942.18993,11.9114,0.0031,1.436
57942.19041,11.9153,0.0032,1.433
57942.19088,11.9204,0.0033,1.430
57942.19135,11.9231,0.0033,1.427
57942.19183,11.9240,0.0032,1.424
57942.19230,11.9136,0.0031,1.421
57942.19278,11.9191,0.0029,1.418
57942.19326,11.9214,0.0028,1.415
57942.19374,11.9016,0.0026,1.412
57942.19421,11.9103,0.0024,1.409
57942.19469,11.9144,0.0023,1.406
57942.19517,11.8950,0.0022,1.403
57942.19564,11.9153,0.0022,1.400
57942.19611,11.9068,0.0022,1.397
57942.19660,11.9084,0.0022,1.394
57942.19706,11.9172,0.0022,1.391
57942.19753,11.9188,0.0022,1.388
57942.19802,11.9268,0.0021,1.385
57942.19848,11.8967,0.0021,1.383
57942.19897,11.9166,0.0020,1.380
57942.19944,11.9155,0.0019,1.377
57942.19992,11.9104,0.0019,1.374
57942.20039,11.9231,0.0018,1.371
57942.20087,11.9139,0.0018,1.369
57942.20134,11.9126,0.0018,1.366
57942.20182,11.9039,0.0018,1.363
57942.20229,11.9075,0.0018,1.361
57942.20277,11.8990,0.0019,1.358
57942.20325,11.9144,0.0019,1.355
57942.20373,11.9117,0.0020,1.353
57942.20420,11.9025,0.0021,1.350
57942.20468,11.9153,0.0022,1.347
57942.20515,11.9091,0.0023,1.345
57942.20562,11.9113,0.0023,1.342
57942.20610,11.9022,0.0024,1.340
57942.20659,11.9205,0.0025,1.337
57942.20706,11.9102,0.0027,1.335
57942.20755,11.9166,0.0028,1.332
57942.20802,11.9223,0.0029,1.329
57942.20851,11.9131,0.0030,1.327
57942.20898,11.9200,0.0031,1.324
57942.20946,11.9199,0.0032,1.322
57942.20993,11.9134,0.0034,1.320
57942.21041,11.9228,0.0035,1.317
57942.21088,11.9177,0.0036,1.315
57942.21135,11.9301,0.0036,1.312
57942.21183,11.9167,0.0037,1.310
57942.21230,11.9156,0.0036,1.308
57942.21278,11.9233,0.0036,1.305
57942.21325,11.9106,0.0035,1.303
57942.21372,11.9158,0.0034,1.301
57942.21419,11.9159,0.0033,1.298
57942.21466,11.9047,0.0031,1.296
57942.21515,11.9047,0.0029,1.294
57942.21563,11.9099,0.0027,1.292
57942.21610,11.9125,0.0026,1.289
57942.21659,11.9152,0.0024,1.287
57942.21705,11.9080,0.0022,1.285
57942.21752,11.9131,0.0020,1.283
57942.21800,11.9166,0.0019,1.280
57942.21848,11.9161,0.0017,1.278
57942.21897,11.9141,0.0016,1.276
57942.21943,11.9152,0.0015,1.274
57942.21991,11.9107,0.0014,1.272
57942.22039,11.9194,0.0014,1.270
57942.22087,11.9106,0.0015,1.268
57942.22135,11.9146,0.0015,1.265
57942.22183,11.9216,0.0016,1.263
57942.22230,11.9138,0.0017,1.261
57942.22279,11.9044,0.0019,1.259
57942.22326,11.9053,0.0021,1.257
57942.22375,11.9055,0.0023,1.255
57942.22422,11.9052,0.0025,1.253
57942.23097,11.9201,0.0027,1.226
57942.23146,11.9088,0.0029,1.224
57942.23193,11.9172,0.0031,1.222
57942.23242,11.9120,0.0032,1.220
57942.23289,11.9233,0.0034,1.218
57942.23337,11.9030,0.0034,1.216
57942.23385,11.9163,0.0035,1.215
57942.23433,11.9111,0.0035,1.213
57942.23480,11.9122,0.0035,1.211
57942.23528,11.9145,0.0035,1.209
57942.23576,11.9156,0.0034,1.208
57942.23624,11.9115,0.0033,1.206
57942.23671,11.9089,0.0033,1.204
57942.23720,11.9173,0.0032,1.202
57942.23767,11.9089,0.0032,1.201
57942.23816,11.9041,0.0032,1.199
57942.23863,11.9168,0.0033,1.197
57942.23911,11.9122,0.0033,1.196
57942.23959,11.9133,0.0033,1.194
57942.24008,11.9108,0.0033,1.192
57942.24056,11.9194,0.0033,1.191
57942.24104,11.9122,0.0033,1.189
57942.24152,11.9084,0.0032,1.187
57942.24200,11.9036,0.0030,1.186
57942.24248,11.9153,0.0029,1.184
57942.24295,11.9118,0.0027,1.183
57942.24343,11.9148,0.0025,1.181
57942.24391,11.9098,0.0023,1.180
57942.24439,11.9044,0.0021,1.178
57942.24486,11.9091,0.0020,1.176
57942.24535,11.9125,0.0019,1.175
57942.24582,11.9148,0.0019,1.173
57942.24631,11.9135,0.0019,1.172
57942.24679,11.9179,0.0019,1.170
57942.24727,11.9106,0.0020,1.169
57942.24774,11.9150,0.0021,1.167
57942.24823,11.9195,0.0022,1.166
57942.24870,11.9114,0.0022,1.164
57942.24918,11.9091,0.0023,1.163
57942.24965,11.9172,0.0023,1.162
57942.25014,11.9049,0.0023,1.160
57942.25061,11.9073,0.0023,1.159
57942.25109,11.9148,0.0023,1.157
57942.25157,11.9059,0.0023,1.156
57942.25205,11.9171,0.0022,1.154
57942.25253,11.9147,0.0022,1.153
57942.25301,11.9064,0.0021,1.152
57942.25348,11.9101,0.0021,1.150
57942.25397,11.9038,0.0021,1.149
57942.25446,11.9106,0.0021,1.148
57942.25493,11.9135,0.0020,1.146
57942.25542,11.9106,0.0020,1.145
57942.25589,11.9089,0.0019,1.144
57942.25637,11.9145,0.0019,1.142
57942.25685,11.9178,0.0020,1.141
57942.25734,11.9183,0.0021,1.140
57942.25781,11.9131,0.0022,1.138
57942.25829,11.9169,0.0023,1.137
57942.25877,11.9098,0.0024,1.136
57942.25925,11.9119,0.0025,1.135
57942.25973,11.9186,0.0026,1.133
57942.26021,11.9073,0.0027,1.132
57942.26069,11.9156,0.0028,1.131
57942.26117,11.9083,0.0028,1.130
57942.26166,11.9055,0.0028,1.128
57942.26213,11.9091,0.0028,1.127
57942.26262,11.9179,0.0028,1.126
57942.26310,11.9239,0.0028,1.125
57942.26358,11.9107,0.0028,1.124
57942.26405,11.9195,0.0029,1.122
57942.26454,11.9198,0.0029,1.121
57942.26502,11.9166,0.0030,1.120
57942.26550,11.9212,0.0030,1.119
57942.26597,11.9141,0.0030,1.118
57942.26646,11.9110,0.0031,1.117
57942.26693,11.9049,0.0032,1.116
57942.26741,11.9134,0.0033,1.114
57942.26789,11.9198,0.0033,1.113
57942.26837,11.9078,0.0033,1.112
57942.26885,11.9189,0.0032,1.111
57942.26933,11.9215,0.0031,1.110
57942.26981,11.9203,0.0030,1.109
57942.27029,11.9124,0.0029,1.108
57942.27078,11.9156,0.0028,1.107
57942.27126,11.8959,0.0028,1.106
57942.27174,11.9165,0.0027,1.105
57942.27222,11.9112,0.0026,1.104
57942.27270,11.9177,0.0027,1.103
57942.27318,11.9251,0.0027,1.102
57942.27366,11.9039,0.0027,1.101
57942.27414,11.9059,0.0027,1.100
57942.27463,11.9117,0.0027,1.099
57942.27510,11.9131,0.0028,1.098
57942.27559,11.9171,0.0028,1.097
57942.27606,11.9142,0.0028,1.096
57942.27655,11.9240,0.0028,1.095
57942.27704,11.9079,0.0027,1.094
57942.27751,11.9062,0.0027,1.093
57942.27800,11.9159,0.0026,1.092
57942.33368,11.9083,0.0026,1.029
57942.33416,11.9183,0.0027,1.029
57942.33463,11.9158,0.0028,1.029
57942.33510,11.9079,0.0028,1.028
57942.33559,11.9103,0.0029,1.028
57942.33606,11.9063,0.0029,1.028
57942.33654,11.9160,0.0030,1.028
57942.33703,11.9165,0.0030,1.028
57942.33750,11.9153,0.0030,1.028
57942.33799,11.9095,0.0029,1.028
57942.33846,11.9081,0.0028,1.028
57942.33894,11.9145,0.0027,1.027
57942.33942,11.9012,0.0026,1.027
57942.33990,11.9052,0.0024,1.027
57942.34038,11.9227,0.0023,1.027
57942.34086,11.9154,0.0023,1.027
57942.34134,11.9139,0.0022,1.027
57942.34182,11.9088,0.0023,1.027
57942.34229,11.9171,0.0023,1.027
57942.34278,11.9174,0.0023,1.027
57942.34325,11.9125,0.0023,1.027
57942.34374,11.9024,0.0022,1.027
57942.34421,11.9119,0.0022,1.027
57942.34470,11.9131,0.0021,1.026
57942.34517,11.9173,0.0021,1.026
57942.34566,11.9126,0.0021,1.026
57942.34662,11.9018,0.0021,1.026
57942.34711,11.9156,0.0021,1.026
57942.34758,11.9087,0.0021,1.026
57942.34807,11.9218,0.0020,1.026
57942.34855,11.9051,0.0020,1.026
57942.34903,11.9135,0.0020,1.026
57942.34951,11.9032,0.0020,1.026
57942.35142,11.9193,0.0019,1.026
57942.35237,11.9160,0.0018,1.027
57942.35286,11.9049,0.0018,1.027
57942.35333,11.9170,0.0017,1.027
57942.35381,11.9222,0.0016,1.027
57942.35429,11.9071,0.0016,1.027
57942.35478,11.9132,0.0016,1.027
57942.35525,11.9087,0.0016,1.027
57942.35573,11.9071,0.0016,1.027
57942.35620,11.9175,0.0017,1.027
57942.35669,11.9122,0.0018,1.027
57942.35718,11.9055,0.0020,1.027
57942.35765,11.9059,0.0021,1.027
57942.35814,11.9130,0.0022,1.028
57942.35861,11.9167,0.0022,1.028
57942.35909,11.9124,0.0023,1.028
57942.35957,11.9104,0.0023,1.028
57942.36005,11.9078,0.0022,1.028
57942.36053,11.9135,0.0021,1.028
57942.36101,11.8990,0.0020,1.028
57942.36149,11.9126,0.0019,1.029
57942.36198,11.9129,0.0018,1.029
57942.36245,11.9104,0.0017,1.029
57942.36341,11.9089,0.0016,1.029
57942.36390,11.9165,0.0015,1.030
57942.36437,11.9119,0.0015,1.030
57942.36486,11.9034,0.0015,1.030
57942.36534,11.9014,0.0015,1.030
57942.36581,11.9088,0.0015,1.030
57942.36628,11.9165,0.0015,1.031
57942.36677,11.9171,0.0016,1.031
57942.36725,11.9131,0.0016,1.031
57942.36773,11.9122,0.0016,1.031
57942.36821,11.9096,0.0016,1.031
57942.36868,11.9128,0.0016,1.032
57942.36916,11.9059,0.0017,1.032
57942.36964,11.9150,0.0017,1.032
57942.37012,11.9111,0.0018,1.033
57942.37060,11.9120,0.0019,1.033
57942.37109,11.9163,0.0020,1.033
57942.37156,11.9061,0.0020,1.033
57942.37204,11.9169,0.0021,1.034
57942.37251,11.9080,0.0021,1.034
57942.37300,11.9011,0.0021,1.034
57942.37347,11.9052,0.0020,1.035
57942.37396,11.9127,0.0019,1.035
57942.37444,11.9046,0.0018,1.035
57942.37492,11.9093,0.0017,1.036
57942.37539,11.9081,0.0016,1.036
57942.37587,11.9097,0.0015,1.036
57942.37634,11.9100,0.0014,1.037
57942.37683,11.9116,0.0013,1.037
57942.37730,11.9095,0.0013,1.037
57942.37778,11.9100,0.0013,1.038
57942.37824,11.9144,0.0014,1.038
57942.37873,11.9111,0.0014,1.038
57942.37920,11.9096,0.0014,1.039
57942.37969,11.9080,0.0015,1.039
57942.38016,11.9085,0.0015,1.040
57942.38064,11.9103,0.0015,1.040
57942.38112,11.9043,0.0015,1.040
57942.38160,11.9113,0.0015,1.041
57942.38207,11.9191,0.0014,1.041
57942.38255,11.9096,0.0014,1.042
57942.38303,11.9116,0.0013,1.042
57942.38351,11.9191,0.0013,1.042
57942.38398,11.9147,0.0013,1.043
57942.38446,11.9121,0.0013,1.043
57942.38494,11.9197,0.0013,1.044
57942.38542,11.9036,0.0013,1.044
57942.38589,11.9139,0.0013,1.045
57942.38685,11.9081,0.0014,1.046
57942.38733,11.9122,0.0015,1.046
57942.38780,11.8980,0.0016,1.047
57942.38829,11.9078,0.0017,1.047
57942.38876,11.9216,0.0018,1.048
57942.38924,11.9159,0.0019,1.048
57942.38972,11.9118,0.0021,1.049
57942.39021,11.9056,0.0021,1.049
57942.39068,11.9135,0.0022,1.050
57942.39211,11.9099,0.0022,1.051
57942.39259,11.9136,0.0022,1.052
57942.39307,11.9076,0.0021,1.053
57942.39354,11.9088,0.0021,1.053
57942.39403,11.9117,0.0021,1.054
57942.39451,11.9165,0.0021,1.054
57942.39499,11.9225,0.0021,1.055
57942.39546,11.9141,0.0021,1.055
57942.39594,11.9164,0.0021,1.056
57942.39641,11.9087,0.0022,1.057
57942.39689,11.9093,0.0022,1.057
57942.39736,11.9068,0.0023,1.058
57942.39785,11.9114,0.0024,1.059
57942.39832,11.9074,0.0025,1.059
57942.39880,11.9146,0.0026,1.060
57942.39927,11.9121,0.0027,1.060
57942.39975,11.9080,0.0028,1.061
57942.40022,11.9105,0.0028,1.062
57942.40071,11.9082,0.0029,1.062
57942.40118,11.9112,0.0030,1.063
57942.40166,11.9143,0.0030,1.064
57942.40213,11.9091,0.0030,1.064
57942.40262,11.9145,0.0030,1.065
57942.40309,11.9190,0.0029,1.066
57942.40405,11.9143,0.0029,1.067
57942.40453,11.9111,0.0028,1.068
57942.40500,11.9155,0.0028,1.069
57942.40547,11.9023,0.0027,1.070
57942.40596,11.9073,0.0026,1.070
57942.40644,11.9238,0.0025,1.071
57942.40691,11.9164,0.0025,1.072
57942.40740,11.9092,0.0024,1.073
57942.40787,11.9081,0.0022,1.073
57942.40834,11.9165,0.0021,1.074
57942.40882,11.9239,0.0020,1.075
57942.40929,11.9215,0.0019,1.076
57942.40978,11.9099,0.0017,1.076
57942.41025,11.9013,0.0016,1.077
57942.41073,11.9026,0.0015,1.078
57942.41122,11.9094,0.0014,1.079
57942.41169,11.9149,0.0014,1.080
57942.41218,11.9048,0.0014,1.081
57942.41266,11.9152,0.0015,1.081
57942.41314,11.9154,0.0016,1.082
57942.41362,11.9181,0.0016,1.083
57942.41410,11.9053,0.0017,1.084
57942.41457,11.9193,0.0018,1.085
57942.41506,11.9144,0.0018,1.086
57942.41554,11.9114,0.0017,1.087
57942.41844,11.9140,0.0017,1.092
57942.41891,11.9103,0.0016,1.093
57942.41939,11.9056,0.0015,1.094
57942.41987,11.9138,0.0014,1.095
57942.42035,11.9099,0.0013,1.096
57942.42083,11.9074,0.0012,1.097
57942.42132,11.9149,0.0012,1.098
57942.42179,11.9193,0.0012,1.099
57942.42228,11.9151,0.0012,1.100
57942.42275,11.9180,0.0013,1.101
57942.42324,11.9087,0.0013,1.102
57942.42372,11.9189,0.0014,1.103
57942.42420,11.9146,0.0014,1.104
57942.42468,11.9088,0.0014,1.105
57942.42516,11.9174,0.0015,1.106
57942.42565,11.9170,0.0015,1.107
57942.42612,11.9203,0.0015,1.108
57942.42661,11.9013,0.0015,1.109
57942.42709,11.9155,0.0015,1.110
57942.42757,11.9093,0.0015,1.112
57942.42806,11.9094,0.0014,1.113
57942.42854,11.9106,0.0014,1.114
57942.42902,11.9148,0.0014,1.115
57942.42950,11.9093,0.0014,1.116
57942.42999,11.9096,0.0015,1.117
57942.43046,11.9116,0.0016,1.118
57942.43095,11.9145,0.0017,1.119
57942.43144,11.9165,0.0018,1.121
57942.43191,11.9140,0.0019,1.122
57942.43240,11.9041,0.0020,1.123
57942.43286,11.9118,0.0021,1.124
57942.43333,11.9143,0.0022,1.125
57942.43382,11.9066,0.0022,1.126
57942.43429,11.9116,0.0023,1.128
57942.43478,11.9130,0.0023,1.129
57942.43525,11.9133,0.0023,1.130
57942.43574,11.9191,0.0023,1.131
57942.43622,11.9162,0.0023,1.133
57942.43669,11.9183,0.0022,1.134
57942.43718,11.9185,0.0021,1.135
57942.43766,11.9100,0.0021,1.136
57942.43814,11.9178,0.0021,1.138
57942.43862,11.9181,0.0021,1.139
57942.43910,11.9172,0.0021,1.140
57942.43958,11.9086,0.0022,1.142
57942.44006,11.9075,0.0023,1.143
57942.44054,11.9062,0.0024,1.144
57942.44102,11.9069,0.0024,1.146
57942.44149,11.9204,0.0024,1.147
57942.44198,11.9154,0.0024,1.148
57942.44245,11.9074,0.0024,1.150
57942.44293,11.9063,0.0024,1.151
57942.44341,11.9104,0.0024,1.152
57942.44390,11.9086,0.0024,1.154
57942.44437,11.9149,0.0024,1.155
57942.44486,11.9093,0.0024,1.156
57942.44534,11.9185,0.0024,1.158
57942.44582,11.9087,0.0024,1.159
57942.44630,11.9159,0.0025,1.161
57942.44678,11.9123,0.0025,1.162
57942.44727,11.9130,0.0025,1.164
57942.44774,11.9133,0.0025,1.165
57942.44823,11.9046,0.0026,1.167
57942.44870,11.9164,0.0026,1.168
57942.44919,11.9042,0.0026,1.170
